"gene","meanLFC"
"KIF1B",-0.772883333333333
"KIF23",-4.40766666666667
"KIF2A",-1.1426
"KIF4A",-3.86075
"KIFAP3",-1.80766666666667
"KIRREL1",2.7755
"KLF3",-0.961833333333333
"KLF5",0.0319
"KLF6",-1.14136666666667
"KLF7",-1.16173333333333
"KLHL12",0.0509999999999999
"KLHL13",0.0768666666666667
"KMT2A",-3.89366666666667
"KPNA1",-0.413466666666667
"KPNB1",-5.69566666666667
"KRBOX1",0.0795666666666667
"KREMEN1",-0.6771
"KTN1",-0.3326
"LARP1B",-0.2912
"LARP7",-1.3117
"LARS1",-1.553
"LCOR",0.3186
"LCORL",-0.22023
"LDB1",0.275213333333333
"LDB2",-1.20216666666667
"LGALSL",0.452966666666667
"LGR4",-1.4221
"LIF",-0.0721
"LIMA1",-0.7841
"LIMCH1",-0.374566666666667
"LIN28B",-2.03866666666667
"LIN52",-4.14933333333333
"LIN7A",0.659766666666667
"LMAN1",-1.21146666666667
"LMBR1",-0.704966666666667
"LMO4",0.435066666666667
"LONP2",-0.94785
"LONRF3",0.145733333333333
"LRCH2",-2.69415
"LRIG1",-0.968066666666667
"LRIG3",0.328166666666667
"LRP1",-0.788683333333333
"LRP6",-0.69255
"LRR1",-3.9393
"LRRFIP1",0.22527
"LRRFIP2",-0.205533333333333
"LSM11",-4.78433333333333
"LUC7L",-0.343466666666667
"LUC7L2",1.12105333333333
"LUC7L3",-4.16766666666667
"LYPLAL1",0.532766666666667
"MACROH2A1",0.0337666666666667
"MADD",-0.5126
"MAEA",0.188
"MAF",-0.6615
"MAGED1",0.323115
"MAGED2",-1.5735
"MAGI1",-0.0631333333333333
"MAN2A1",0.00627333333333333
"MAP1B",0.2568
"MAP3K20",0.656466666666667
"MAP3K3",-0.0941
"MAP3K7",0.5145
"MAP4K3",-1.11208333333333
"MAPKAPK3",0.797033333333333
"MARCHF3",-0.300355
"MAT2A",-3.4094
"MATR3",-3.22866666666667
"MAX",0.327666666666667
"MBD2",-1.71233333333333
"MBD6",-1.80925333333333
"MBIP",-0.2173
"MBNL1",-1.1342
"MBNL2",-0.225355
"MBTD1",-0.6633
"MBTPS2",-2.364
"MCM7",-2.2235
"MCOLN2",0.6085
"MCRS1",-5.88666666666667
"MCUB",0.8503
"MDFIC",-0.47167
"MDM4",-4.195
"MEAF6",-1.247
"MED13",1.46396666666667
"MED13L",-0.2719
"MED14",-5.905
"MED23",-1.44926666666667
"MED27",-1.54533333333333
"MED30",-5.40713333333333
"MEGF8",-0.670533333333333
"MEGF9",0.792266666666667
"MELK",0.584033333333333
"MEMO1",-2.50733333333333
"MEPCE",-4.32266666666667
"METAP1D",0.3555
"METTL25",0.919033333333333
"METTL4",0.3087
"METTL8",-0.6336
"MFN2",-3.0285
"MFSD2A",-0.476033333333333
"MGLL",-0.62991
"MGMT",-0.771633333333333
"MGST1",0.355153333333333
"MGST2",-1.38806666666667
"MIB1",-1.633
"MICOS10-NBL1",0.1373
"MIDEAS",-0.1887
"MIGA1",0.149733333333333
"MITF",-1.86866666666667
"MKNK1",0.376226666666667
"MLLT10",-0.924
"MLLT6",-0.03476
"MMP2",0.4104
"MMS19",-4.23666666666667
"MMS22L",-3.77266666666667
"MNAT1",-3.85466666666667
"MNT",1.04865
"MORC4",-0.39785
"MORF4L2",-0.486433333333333
"MORN1",-1.359
"MOSPD1",0.373766666666667
"MRPL48",-0.0195000000000001
"MRPS18A",-2.47733333333333
"MRPS22",-1.11635
"MRPS28",-0.454966666666667
"MRPS9",-0.60985
"MSANTD3-TMEFF1",-0.1172
"MSI1",-0.8032
"MSL1",-3.02
"MSN",-1.63192666666667
"MSRB3",-0.0369666666666666
"MTCL1",0.8728
"MTDH",-2.01526666666667
"MTERFD2",0.2028
"MTHFD1L",0.781966666666667
"MTMR4",-0.4388
"MTOR",-2.695
"MTX2",-1.54253333333333
"MVB12B",-0.06721
"MXI1",0.131633333333333
"MYB",-0.5924
"MYEF2",0.366633333333333
"MYL6",-1.43766666666667
"MYL6B",0.0451
"MYO18A",0.4653
"NAA38",-2.47466666666667
"NAB2",-2.0528
"NAP1L1",-0.311646666666667
"NAV2",0.11145
"NAV3",-0.314466666666667
"NCAPH",-3.587
"NCDN",-1.13373333333333
"NCKAP1",-5.72433333333333
"NCKAP5L",0.859666666666667
"NCOA1",0.2726
"NCOA5",1.18366666666667
"NCOA6",-1.45886666666667
"NCOR1",0.507633333333333
"NDC80",-4.70333333333333
"NDUFB8",-1.986
"NDUFS4",-0.335266666666667
"NEIL3",-0.1899
"NEK6",0.4156
"NEK7",0.37925
"NEXMIF",0.178233333333333
"NF2",4.37466666666667
"NFAT5",0.548233333333333
"NFATC3",-0.666706666666667
"NFE2L1",-0.70431
"NFE2L2",-0.398428
"NFIC",-0.604066666666667
"NFRKB",-0.108423333333333
"NFYC",-3.77433333333333
"NGF",-0.2369
"NIN",-0.0948666666666667
"NIPBL",-2.67536666666667
"NLGN2",-0.513366666666667
"NNT",-1.11463333333333
"NOL10",-6.5735
"NOP14",-3.35766666666667
"NOP56",-4.05266666666667
"NOTCH1",0.665133333333333
"NOVA1",-0.558683333333333
"NPTN",-0.4046
"NR1D2",0.680566666666667
"NR1H3",-0.2725
"NR2F1",0.0424
"NR2F2",-0.688366666666667
"NRBP1",-1.4259
"NREP",-0.4246
"NRF1",-2.97766666666667
"NRN1",0.2883
"NSD1",0.06084
"NSD3",-0.8342
"NSF",-4.82733333333333
"NSRP1",-1.04863333333333
"NT5C2",-1.7875
"NUCB2",-0.708913333333333
"NUDT2",-0.8657
"NUFIP2",-2.1425
"NUMA1",-2.75675
"NUMB",-0.264133333333333
"NUP58",-0.966266666666667
"NUP93",-2.90166666666667
"OAZ2",-0.3032
"OBI1",0.4099
"OGA",-4.538
"OGT",-2.8345
"OPA1",-1.814
"ORC5",-5.772
"OSBP2",0.167133333333333
"OSBPL3",-0.0139333333333334
"OTUD5",-3.46533333333333
"OTX2",0.00269999999999996
"P3R3URF-PIK3R3",0.34035
"P4HA1",-0.8847
"PABPC1",-0.564833333333333
"PABPC4",-1.32133333333333
"PAK3",-0.666266666666667
"PALLD",-0.23674
"PAM",0.1193
"PARP6",0.404
"PATL1",0.471941
"PAX6",-2.538
"PAXBP1",-1.8915
"PBRM1",-0.112666666666667
"PBX1",-0.1046
"PCBP2",-2.7835
"PCBP4",-0.63879
"PCDH1",0.320566666666667
"PCF11",-4.4835
"PCMT1",0.387333333333333
"PDCD10",3.59133333333333
"PDCD6IP",-0.1015
"PDGFC",0.160733333333333
"PDK3",-0.355943333333333
"PDPR",-2.258
"PEPD",-0.7255
"PEX14",0.583566666666667
"PEX2",-0.1529
"PFDN1",-3.29933333333333
"PFN1",-3.41833333333333
"PHF12",-3.05666666666667
"PHF14",0.1741
"PHF20L1",0.199253333333333
"PHF6",0.476576666666667
"PHF8",-2.67766666666667
"PHIP",0.3055
"PHKA1",-3.57913333333333
"PHLDB1",0.150366666666667
"PHTF1",-1.3248
"PIAS1",-0.2306
"PICALM",-0.00947333333333333
"PIK3AP1",-0.534966666666667
"PIKFYVE",-0.411933333333333
"PITPNB",0.09777
"PJVK",0.00658999999999999
"PLAGL2",-1.09065333333333
"PLCB4",-0.174733333333333
"PLEKHA5",-0.693333333333333
"PLRG1",-0.822866666666667
"PLS3",-1.0699
"PNISR",-1.55116666666667
"PNKD",0.03707
"POLA1",-3.44
"POLE2",-6.046
"POLL",-1.42413333333333
"POLQ",-1.6373
"POLR1B",-4.873
"POLR1E",-1.139575
"PON2",-1.1003
"POU2F1",-0.15175
"PPARGC1B",0.0724666666666667
"PPCDC",1.87966666666667
"PPIP5K2",-0.661166666666667
"PPM1E",-0.466366666666667
"PPP1R10",-4.613
"PPP1R11",-4.476
"PPP1R12A",-3.79766666666667
"PPP2R3C",-2.52333333333333
"PPP3CA",-0.1529
"PPP3CB",-1.416
"PPP4R1",-0.5699
"PPP4R3A",-0.507733333333333
"PPT2-EGFL8",0.171833333333333
"PPWD1",-1.25868
"PRCP",-0.1534
"PRDM8",-0.847533333333333
"PREB",-5.53266666666667
"PRKAA1",-0.101033333333333
"PRKAG1",0.436005
"PRMT1",-5.315
"PRMT2",-0.24256
"PRPF3",-0.251933333333333
"PRPF38B",-4.88366666666667
"PRPSAP1",-0.483266666666667
"PRR12",-1.93406666666667
"PRSS23",0.106073333333333
"PSMA1",-5.57166666666667
"PSMA2",-3.65823333333333
"PSMB2",-3.80466666666667
"PSMB7",-5.258
"PSMD11",-6.44066666666667
"PSMD14",-4.0285
"PTBP1",-2.83576666666667
"PTBP2",0.350366666666667
"PTK7",0.2389
"PTP4A2",-1.1167
"PTPMT1",-4.19533333333333
"PTPN1",-3.05433333333333
"PTPRF",-0.7605
"PTPRK",0.0632
"PTPRM",0.2332
"PTPRS",-0.292913333333333
"PUM1",-1.6444
"PUM2",-0.424866666666667
"PXDN",-0.185066666666667
"PXMP2",-1.44865
"QKI",-2.828
"QRSL1",-0.8359
"R3HCC1L",-0.125633333333333
"R3HDM1",-0.1007
"R3HDM2",-2.0393
"RAB28",-0.1995
"RAB2A",0.016
"RAB6A",-4.059
"RAB7A",-3.47733333333333
"RABEP1",0.00820000000000001
"RABGGTB",-4.26
"RABL6",-0.36025
"RACGAP1",-2.83086666666667
"RAD51C",-5.824
"RADX",0.5327
"RAE1",-3.57866666666667
"RALGAPA1",1.73416666666667
"RALGAPB",1.577
"RALY",-0.284533333333333
"RAP1GDS1",-1.382
"RARA",0.0870666666666667
"RARB",-0.76435
"RARG",-0.1733
"RASA3",1.37633333333333
"RB1",2.47133333333333
"RBBP6",-3.19366666666667
"RBBP8",-3.51266666666667
"RBFOX2",-0.65795
"RBM10",-1.28673333333333
"RBM14",-3.59016666666667
"RBM15",1.77966666666667
"RBM18",-0.593666666666667
"RBM24",0.162433333333333
"RBM25",-4.63433333333333
"RBM39",-1.52173333333333
"RBM5",1.71353333333333
"RBMS1",-1.61093333333333
"RBMX",-1.883
"RBPMS",-1.689
"RCC1",-4.864
"RCL1",-4.63466666666667
"RELCH",-0.2974
"REV3L",-3.038
"REXO2",-0.565966666666667
"RFT1",-3.392
"RFX7",-0.920666666666667
"RGMB",-0.0867
"RHEB",-4.06163333333333
"RHOT1",-1.3597
"RHOT2",-1.58776666666667
"RICTOR",-1.6921
"RIMKLB",-1.21163333333333
"RLIM",-0.306
"RMI1",-3.23016666666667
"RNF11",-0.313323333333333
"RNF38",0.0771
"RNF8",-2.22966666666667
"RNGTT",-5.767
"ROCK1",1.37363333333333
"RP2",-0.0188333333333334
"RPA3",-1.26033333333333
"RPN1",-5.53366666666667
"RPN2",-5.42733333333333
"RPRD2",-1.29466666666667
"RPS19",-8.983
"RPS2",-4.5855
"RPS3",-5.83433333333333
"RPS6KA3",-1.2416
"RPS6KB1",-1.78803333333333
"RPS6KL1",-0.573866666666667
"RRAGB",-0.0865533333333333
"RSBN1",-0.569566666666667
"RSRC1",-0.63535
"RSRC2",-1.761
"RSRP1",-1.2653
"RSU1",-2.41003333333333
"RTL9",-0.682261
"RUFY2",0.0834633333333333
"RUNX3",-0.6275
"RUVBL1",-5.99066666666667
"SAFB",-2.68333333333333
"SALL1",-0.437
"SAMD4B",-2.01873333333333
"SAP130",-1.90823333333333
"SARNP",-2.41953
"SARS1",-2.91794
"SAT1",-0.415
"SBF2",-0.7322
"SCML2",0.376021
"SCOC",0.248023333333333
"SCP2",0.28301
"SCUBE2",0.248133333333333
"SDHA",-1.69603333333333
"SEC14L2",-0.541705666666667
"SEC24C",-1.27793333333333
"SECISBP2L",0.977533333333333
"SEL1L3",-0.241433333333333
"SELENOT",-1.07240666666667
"SEMA3A",-2.25133333333333
"SEMA3F",0.36
"SEMA6A",-0.1107
"SENP1",-0.524766666666667
"SENP3-EIF4A1",0.4609
"SEPTIN11",-0.11564
"SEPTIN2",-2.11807666666667
"SEPTIN6",0.47755
"SEPTIN8",0.8418
"SERGEF",0.207223333333333
"SETD1A",-2.94766666666667
"SETD1B",2.439
