"gene","meanLFC"
"CENPA",-2.54816666666667
"CENPE",-1.93813333333333
"CENPF",-2.44333333333333
"CEP250",-0.8729
"CEP70",-0.31035
"CEPT1",0.6888
"CFAP20DC",-0.25585
"CFAP251",0.547195
"CFAP299",-0.7615
"CHCHD3",0.01255
"CHD2",-1.2134
"CHD3",0.184633333333333
"CHD4",-3.27983333333333
"CHD7",-2.2393
"CHD9",-2.30081
"CHIC2",-0.347533333333333
"CHKA",0.7565
"CHM",2.275
"CHRDL1",1.07423333333333
"CHTOP",-2.25766666666667
"CHUK",-0.703633333333333
"CIC",1.25163333333333
"CIP2A",-0.216375
"CIR1",-4.57566666666667
"CIT",0.297266666666667
"CIZ1",-1.1721
"CLASP2",0.1925
"CLCF1",-0.317143333333333
"CLCN3",-0.142533333333333
"CLINT1",-2.28066666666667
"CLIP1",0.865966666666667
"CLK1",-0.329166666666667
"CLK2",-1.04506666666667
"CLK4",-0.584666666666667
"CLN6",-1.45
"CLOCK",-0.04265
"CLPB",-0.489033333333333
"CLSPN",-0.381333333333333
"CLSTN1",-0.681986666666667
"CLTA",0.60928
"CLTC",-3.64433333333333
"CMPK1",-4.195
"CMTR1",-1.87866666666667
"CNOT2",-3.114
"CNOT9",0.26515
"CNRIP1",-1.1234
"CNTFR",0.0688
"COL12A1",-0.125
"COL2A1",-0.48899
"COL8A1",-0.4144
"COPA",-6.971
"COPZ1",-2.80533333333333
"COX10",-0.648
"COX7A2L",-0.170133333333333
"CPA4",0.110333333333333
"CPSF4",-1.96082333333333
"CPSF6",-2.98333333333333
"CPVL",-1.07035
"CREB1",-4.25066666666667
"CREBBP",0.340202666666667
"CRIM1",-0.468366666666667
"CSDE1",0.00369999999999998
"CSNK1A1",-0.761233333333333
"CSNK1D",0.624416666666667
"CSNK2A2",0.424083333333333
"CSRNP2",-0.1284
"CSTF2",-0.963233333333333
"CTCF",-5.196
"CTDSPL2",-1.91786666666667
"CTNNA1",-2.27196666666667
"CTNNAL1",-0.2145
"CTNND1",-1.0722
"CTPS2",-0.223933333333333
"CTR9",-5.24033333333333
"CUL3",7.20466666666667
"CUL4B",-1.1923
"CUX1",0.725333333333333
"CWC27",-0.110333333333333
"CWF19L1",-0.176383333333333
"CXXC5",-2.28245
"CYFIP2",1.37753333333333
"CYHR1",-1.0174
"CYRIB",3.84033333333333
"DAZAP1",-0.508866666666667
"DCTD",-0.6644
"DDAH1",0.6784
"DDX10",-5.599
"DDX17",-0.067841
"DDX31",-2.426
"DDX46",-3.15933333333333
"DDX5",-1.9361
"DENND2B",1.1275
"DERA",0.106333333333333
"DFFB",-0.6915
"DGCR8",-4.14443333333333
"DGKZ",-1.68933333333333
"DHFR",-0.485
"DHRS11",-1.89546666666667
"DHRS7",-1.67773333333333
"DHX15",-4.573
"DHX30",-0.36965
"DHX40",-2.58556666666667
"DHX9",-3.96166666666667
"DKC1",-4.735
"DLC1",-0.2893
"DLG1",-0.025
"DLG3",-0.3936
"DLG4",-0.67365
"DLGAP4",-1.0836
"DLST",-2.40345
"DMKN",0.729633333333333
"DNAAF5",-4.244
"DNAAF6",1.71533333333333
"DNAJC1",-0.711066666666667
"DNAJC13",-0.15665
"DNM1L",0.540366666666667
"DOCK10",-0.252366666666667
"DOCK7",-2.48266666666667
"DOCK9",-0.5432
"DONSON",-2.3067
"DPCD",-0.759933333333333
"DPH6",-2.71166666666667
"DROSHA",-2.2957
"DST",0.3328
"DSTN",0.2169
"DTL",-7.06833333333333
"DUSP6",-0.144566666666667
"DYM",-0.7982
"DYNC1I2",-3.8375
"DYRK2",-1.00033333333333
"DYSF",0.3
"E2F3",-3.525
"E2F8",1.233
"EDNRA",1.01236666666667
"EEA1",-1.24126666666667
"EEF1E1-BLOC1S5",0.707566666666667
"EEFSEC",-5.75033333333333
"EFCAB14",-0.375323333333333
"EFEMP1",-1.69656666666667
"EFNA5",-0.1988
"EFNB1",-0.9332
"EFNB2",0.834666666666667
"EFNB3",-0.205
"EFR3A",-1.52646666666667
"EIF2AK2",0.633466666666667
"EIF2AK4",-0.967
"EIF2B3",-1.02533333333333
"EIF3A",-5.76766666666667
"EIF3E",-6.10233333333333
"EIF3H",-6.35866666666667
"EIF3M",-4.40543333333333
"EIF4A2",0.568
"EIF4E3",-0.964213333333333
"EIF4G3",-1.07616666666667
"EIF5A",-2.006
"ELF2",-0.000864999999999999
"ELF4",0.3133
"ELK3",-2.46333333333333
"EMC2",-0.8979
"EML4",0.466166666666667
"ENAH",0.556803333333333
"ENTPD6",-0.4722
"EPAS1",-1.04235333333333
"EPB41",-1.14443333333333
"EPB41L3",1.72
"EPHB2",0.489066666666667
"EPPIN-WFDC6",-0.934033333333333
"EPS15",0.2987
"EPS15L1",-1.09013333333333
"ERCC3",-4.19366666666667
"ERF",-0.721466666666667
"ERRFI1",-1.74016666666667
"ETFA",-0.1391
"ETNK1",1.8338
"ETS1",-1.60266666666667
"ETV1",0.00966666666666667
"ETV5",-0.2997
"EVI5",-0.062
"EWSR1",-4.50466666666667
"EXOC4",-4.72966666666667
"EXOC6",-0.4808
"EXT1",2.00033333333333
"EXT2",2.21866666666667
"EZH2",0.244933333333333
"FAM114A1",-1.14233333333333
"FAM120A",-3.01466666666667
"FAM120B",0.497466666666667
"FAM122B",-0.485733333333333
"FAM13B",0.466266666666667
"FAM168A",-0.38525
"FAM204A",-1.31766666666667
"FAM222B",-0.0237
"FAM53C",-0.819926666666667
"FAM76B",-0.6645
"FANCL",-3.83933333333333
"FAP",-1.90506666666667
"FAR1",0.349
"FARSB",-4.43033333333333
"FBN1",0.003054
"FBXL19",-2.03633333333333
"FBXL7",1.0081
"FBXW11",-0.8862
"FBXW4",-1.3732
"FGFR1",-1.03943333333333
"FGFR2",0.078975
"FHL1",-0.0893333333333333
"FHL3",-0.445533333333333
"FHOD3",0.293466666666667
"FIP1L1",-5.52993333333333
"FKBP5",-0.20685
"FLNB",0.886266666666667
"FMR1",0.830866666666667
"FN1",-0.2533
"FNBP1L",0.776066666666667
"FNBP4",-3.03566666666667
"FNDC3A",-1.58236666666667
"FNDC3B",-2.50639
"FOSL1",-1.86233333333333
"FOSL2",-1.05966666666667
"FOXO3",0.688333333333333
"FOXP4",0.414133333333333
"FPGT-TNNI3K",0.616
"FST",0.1089
"FSTL1",-1.44963333333333
"FUBP1",-3.36533333333333
"FUBP3",0.8529
"FUS",0.389666666666667
"FUT8",-0.436466666666667
"FUZ",0.5023
"FXR1",-0.0972999999999999
"FYN",0.694766666666667
"FZD4",0.975816666666667
"G3BP2",-0.109366666666667
"GADD45A",0.5874
"GALE",-0.518266666666667
"GALNT10",-0.301496666666667
"GART",1.13070666666667
"GATA2",-0.11008
"GATAD2A",-0.917753333333333
"GATAD2B",-1.1294
"GBE1",1.02233333333333
"GBF1",-1.37857666666667
"GCDH",0.00509999999999999
"GDF6",-0.5121
"GDI2",-0.296666666666667
"GGA2",0.0929666666666667
"GGA3",0.807775
"GIGYF2",-1.36733333333333
"GLB1",-0.794603333333333
"GLCCI1",0.230946666666667
"GLI4",-0.5018
"GLS",-0.3584
"GLYCTK",-0.210266666666667
"GMDS",-2.92176666666667
"GNAS",5.28333333333333
"GNL2",-1.752
"GOSR2",-5.1945
"GPBP1",-1.14583333333333
"GPC3",-0.851966666666667
"GPC4",0.3347
"GPX8",-0.23395
"GRTP1",-0.956766666666667
"GSK3B",0.811233333333333
"GSPT1",-1.21375
"GSTO2",-0.621033333333333
"GTF2B",-1.57875
"GTF2I",0.119133333333333
"GTPBP1",-3.1195
"GTSF1",-0.599766666666667
"GULP1",-2.47146666666667
"GYG2",0.71325
"H2BC5",0.0243333333333333
"H3-3A",0.317
"HADH",0.713666666666667
"HAT1",1.85406666666667
"HCFC2",-1.77423333333333
"HDAC1",-2.07046666666667
"HDAC5",-2.17333333333333
"HDAC7",-3.117
"HDAC8",-1.836
"HDAC9",0.226766666666667
"HDGF",-1.248
"HDHD2",0.258333333333333
"HECTD1",-0.722133333333333
"HHEX",0.45
"HHIP",-0.657123
"HIBADH",0.575313333333333
"HIGD1A",0.6006
"HIPK1",0.504456666666667
"HMG20A",-0.0454
"HMGA2",-0.79558
"HMGB1",0.562
"HMGN2",-0.12386
"HMGN5",-0.105983333333333
"HMGXB3",-1.79233333333333
"HMGXB4",-0.988366666666667
"HNRNPAB",-0.37655
"HNRNPC",-1.3116
"HNRNPD",-3.37976666666667
"HNRNPH1",-0.967766666666667
"HNRNPH3",-0.29885
"HNRNPK",-4.36366666666667
"HNRNPL",-4.44733333333333
"HNRNPLL",0.770566666666667
"HNRNPM",0.315433333333333
"HNRNPR",-1.523
"HNRNPU",-3.66266666666667
"HOXA10",-0.298166666666667
"HOXA11",-0.337543333333333
"HOXA7",0.05049
"HOXC5",-0.556
"HPS5",0.3848
"HSD17B12",-1.74
"HSPA12A",-0.32083
"HUWE1",-1.9668
"ICE2",-1.312385
"ID2",0.720433333333333
"IDE",-1.503
"IFFO1",-0.12735
"IFT172",0.4283
"IFT43",0.497675
"IFT57",-0.139266666666667
"IFTAP",-0.33173625
"IGBP1",-4.42233333333333
"IGF2BP1",-0.644033333333333
"IGF2BP2",-1.73
"IGF2R",0.543333333333333
"IGFBP4",-1.25893333333333
"IGSF3",-1.53535
"IL32",-0.8969
"ILF3",-5.32866666666667
"IMMP1L",-0.4368
"INHBA",0.38398
"INKA2",-0.111916
"INO80",-2.0749
"INPP4A",0.33
"INPP5A",-0.877233333333333
"INTS6",-7.04633333333333
"INTS6L",0.012425
"IPO13",-3.93033333333333
"IRF2BP2",-1.83853333333333
"IRX5",-0.916633333333333
"ITCH",-1.8925
"ITGA4",0.359
"ITGB3BP",-0.3051
"ITPRID1",0.363356666666667
"IVNS1ABP",0.194
"JADE1",-0.5935
"JADE2",-0.408433333333333
"JADE3",0.3302
"JAG1",0.0863238666666667
"JARID2",-0.555366666666667
"JAZF1",-0.312133333333333
"JHY",-0.400033333333333
"JMJD1C",0.108133333333333
"JUP",2.3473
"KANK1",-0.7448
"KANSL1",-1.45556666666667
"KANSL3",-3.996
"KCNH1",0.751533333333333
"KCTD15",0.901033333333333
"KDM1A",-1.2025
"KDM2B",0.2558
"KDM3B",0.333266666666667
"KDM4B",-1.50153333333333
"KDM5B",-0.404966666666667
"KDM6A",3.183
"KHDC4",0.2009
"KHSRP",-3.28133333333333
"KIAA0319L",-0.160266666666667
"KIAA0586",-0.236533333333333
"KIF11",-7.301
"KIF18B",-1.61616666666667
"KIF1B",-1.54813
"KIF23",-5.14433333333333
"KIF2A",-1.9407
"KIF4A",-3.5078
"KIFAP3",-2.87433333333333
"KIRREL1",4.027
"KLF3",-1.47606666666667
"KLF5",0.551533333333333
"KLF6",-1.22766666666667
"KLF7",-0.875033333333333
"KLHL12",0.14
"KLHL13",0.0645666666666667
"KMT2A",-4.08866666666667
"KPNA1",-1.06673333333333
"KPNB1",-5.91833333333333
"KRBOX1",0.181426666666667
"KREMEN1",-0.8332
"KTN1",-0.3878
"LARP1B",-0.0596505
"LARP7",-1.94366666666667
"LARS1",-2.1
"LCOR",0.6361
"LCORL",0.1307
"LDB1",0.322333333333333
"LDB2",-0.992533333333333
"LGALSL",0.654766666666667
"LGR4",-1.38423333333333
"LIF",-0.0125
"LIMA1",-0.85175
"LIMCH1",-0.330233333333333
"LIN28B",-2.34223333333333
"LIN52",-4.14566666666667
"LIN7A",1.12476666666667
"LMAN1",-1.3854
"LMBR1",-0.705033333333333
"LMO4",0.697573333333333
"LONP2",-0.7639
"LONRF3",0.446653333333333
"LRCH2",-3.2328
"LRIG1",-1.3235
"LRIG3",0.303633333333333
"LRP1",-0.3728
"LRP6",-0.4808
"LRR1",-2.41533333333333
"LRRFIP1",0.483833333333333
"LRRFIP2",-0.0802966666666667
"LSM11",-5.55266666666667
"LUC7L",-0.2814
"LUC7L2",2
"LUC7L3",-4.31033333333333
"LYPLAL1",0.700166666666667
"MACROH2A1",0.0666466666666667
"MADD",-0.61115
"MAEA",0.0953
"MAF",-0.84765
"MAGED1",0.708265
"MAGED2",-1.68623333333333
"MAGI1",0.0683666666666666
"MAN2A1",-0.715233333333333
"MAP1B",0.166
"MAP3K20",0.8609
"MAP3K3",-0.101533333333333
"MAP3K7",0.982433333333333
"MAP4K3",-0.766033333333333
"MAPKAPK3",0.954933333333333
"MARCHF3",-0.61135
"MAT2A",-3.79753333333333
"MATR3",-3.56433333333333
"MAX",-0.187833333333333
"MBD2",-1.67163333333333
"MBD6",-1.51141666666667
"MBIP",0.0440333333333333
"MBNL1",-1.3628
"MBNL2",-0.374633333333333
"MBTD1",-0.74715
"MBTPS2",-3.1625
"MCM7",-2.627
"MCOLN2",0.678933333333333
"MCRS1",-5.182
"MCUB",1.28166666666667
"MDFIC",-0.4225
"MDM4",-5.3805
"MEAF6",-1.28336666666667
"MED13",2.399
"MED13L",-0.3524
"MED14",-5.3505
"MED23",-1.7013
"MED27",-1.7376
"MED30",-4.0957
"MEGF8",-0.434
"MEGF9",1.0142
"MELK",0.663566666666667
"MEMO1",-4.59566666666667
"MEPCE",-4.308
"METAP1D",0.7214
"METTL25",1.254
"METTL4",0.256466666666667
"METTL8",-0.469775
"MFN2",-5.197
"MFSD2A",-0.610433333333333
"MGLL",-0.598573333333333
"MGMT",-0.775366666666667
"MGST1",0.370543333333333
"MGST2",-2.02026666666667
"MIB1",-2.0815
"MICOS10-NBL1",0.0987
"MIDEAS",-0.201033333333333
"MIGA1",0.03351
"MITF",-1.80433333333333
"MKNK1",0.363396666666667
"MLLT10",-0.998366666666667
"MLLT6",0.138733333333333
"MMP2",0.870733333333333
"MMS19",-3.672
"MMS22L",-3.667
"MNAT1",-4.82033333333333
"MNT",1.5657
"MORC4",-0.72685
"MORF4L2",-0.3793
"MORN1",-1.511
"MOSPD1",0.56227
"MRPL48",-0.2217
"MRPS18A",-2.0783
"MRPS22",-1.225545
"MRPS28",-0.615466666666667
"MRPS9",-0.6377
"MSANTD3-TMEFF1",0.00476666666666666
"MSI1",-0.717233333333333
"MSL1",-4.267
"MSN",-1.11633333333333
"MSRB3",0.0209333333333333
"MTCL1",0.825666666666667
"MTDH",-2.17567
"MTERFD2",0.20265
"MTHFD1L",0.866636666666667
"MTMR4",0.0507333333333333
"MTOR",-3.35466666666667
"MTX2",-2.13706666666667
"MVB12B",-0.0884333333333333
"MXI1",0.1183
"MYB",-0.6899
"MYEF2",0.865326666666667
"MYL6",-2.40296666666667
"MYL6B",0.602866666666667
"MYO18A",0.910233333333333
"NAA38",-3.53766666666667
"NAB2",-2.16425
"NAP1L1",-0.492953333333333
"NAV2",0.0189
"NAV3",-0.0882333333333333
"NCAPH",-0.71135
"NCDN",-1.03652666666667
"NCKAP1",-5.70366666666667
"NCKAP5L",1.12776666666667
"NCOA1",0.2767
"NCOA5",1.73733333333333
"NCOA6",-1.61576666666667
"NCOR1",0.688633333333333
"NDC80",-4.47433333333333
"NDUFB8",-1.84403333333333
"NDUFS4",-0.3589
"NEIL3",-0.086016
"NEK6",0.366933333333333
"NEK7",0.40625
"NEXMIF",0.4657
"NF2",6.47233333333333
"NFAT5",0.7393
"NFATC3",-0.729466666666667
"NFE2L1",-1.2354
"NFE2L2",0.0535
"NFIC",-0.8644
"NFRKB",-0.15345
"NFYC",-4.56366666666667
"NGF",0.00320333333333331
"NIN",-0.1193
"NIPBL",-2.39456666666667
"NLGN2",-0.188566666666667
"NNT",-1.03485333333333
"NOL10",-4.268
"NOP14",-3.10163333333333
"NOP56",-4.226
"NOTCH1",0.6727
"NOVA1",-1.10076666666667
"NPTN",0.0399
"NR1D2",1.1404
"NR1H3",0.1155
"NR2F1",0.0202
"NR2F2",-1.0548
"NRBP1",-2.08063333333333
"NREP",-0.435666666666667
"NRF1",-3.439
"NRN1",0.7544
"NSD1",0.265296666666667
"NSD3",-1.1423
"NSF",-4.65433333333333
"NSRP1",-0.925733333333333
"NT5C2",-1.6504
"NUCB2",-0.650233333333333
"NUDT2",-0.7026
"NUFIP2",-3.022
"NUMA1",-2.913
"NUMB",-0.623166666666667
"NUP58",-0.838166666666667
"NUP93",-2.7781
"OAZ2",-0.364166666666667
"OBI1",0.319
"OGA",-5.10133333333333
"OGT",-0.74095
"OPA1",-2.255
"ORC5",-4.81166666666667
"OSBP2",0.559566666666667
"OSBPL3",-0.0683
"OTUD5",-3.66466666666667
"OTX2",0.7001
"P3R3URF-PIK3R3",0.3519
"P4HA1",-0.9633
"PABPC1",-0.731333333333333
"PABPC4",-0.913633333333333
"PAK3",-0.773706666666667
"PALLD",-0.38698
"PAM",-0.0331
"PARP6",0.91415
"PATL1",0.4408
"PAX6",-2.9085
"PAXBP1",-2.0698
"PBRM1",0.373666666666667
"PBX1",-0.2354
"PCBP2",-2.0999
"PCBP4",-0.62625
"PCDH1",0.7322
"PCF11",-5.421
"PCMT1",0.6368
"PDCD10",5.253
"PDCD6IP",-0.5786
"PDGFC",0.200533333333333
"PDK3",-0.2274
"PDPR",-2.18333333333333
"PEPD",-0.4969
"PEX14",1.02363333333333
"PEX2",-0.362366666666667
"PFDN1",-4.938
"PFN1",-4.58433333333333
"PHF12",-2.81266666666667
"PHF14",0.3696
"PHF20L1",0.148616666666667
"PHF6",1.149
"PHF8",-3.00683333333333
"PHIP",0.5834
"PHKA1",-2.93
"PHLDB1",0.460666666666667
"PHTF1",-1.5316
"PIAS1",-0.182833333333333
"PICALM",0.00233333333333332
"PIK3AP1",-0.7248
"PIKFYVE",-0.517826666666667
"PITPNB",0.263433333333333
"PJVK",-0.0105
"PLAGL2",-0.620073333333333
"PLCB4",-0.333433333333333
"PLEKHA5",-1.08926666666667
"PLRG1",-1.36971333333333
"PLS3",-1.12985
"PNISR",-2.33556666666667
"PNKD",-0.1387
"POLA1",-3.51233333333333
"POLE2",-6.82733333333333
"POLL",-1.83233333333333
"POLQ",-1.255
"POLR1B",-4.903
"POLR1E",-1.6755
"PON2",-1.74966666666667
"POU2F1",-0.64015
"PPARGC1B",0.5401
"PPCDC",2.547
"PPIP5K2",-0.749466666666667
"PPM1E",-0.512166666666667
"PPP1R10",-2.9447
"PPP1R11",-4.412
"PPP1R12A",-3.35566666666667
"PPP2R3C",-3.012
"PPP3CA",-0.24317
"PPP3CB",-0.91335
"PPP4R1",-0.460326666666667
"PPP4R3A",-0.616
"PPT2-EGFL8",0.362833333333333
"PPWD1",-1.4812
"PRCP",-0.0398
"PRDM8",-0.903126666666667
"PREB",-4.539
"PRKAA1",0.0778666666666667
"PRKAG1",0.74685
"PRMT1",-5.56666666666667
"PRMT2",0.21452
"PRPF3",-0.171833333333333
"PRPF38B",-4.697
"PRPSAP1",-0.426
"PRR12",-2.611
"PRSS23",-0.0787333333333333
"PSMA1",-7.08033333333333
"PSMA2",-2.16266666666667
"PSMB2",-3.25893333333333
"PSMB7",-4.57833333333333
"PSMD11",-5.85266666666667
"PSMD14",-4.7735
"PTBP1",-3.8024
"PTBP2",0.547563333333333
"PTK7",0.371533333333333
"PTP4A2",-0.512033333333333
"PTPMT1",-5.74266666666667
"PTPN1",-3.24533333333333
"PTPRF",-0.457
"PTPRK",0.26863
"PTPRM",0.000433333333333286
"PTPRS",-0.617566666666667
"PUM1",-2.4229
"PUM2",-0.2118
"PXDN",-0.145566666666667
"PXMP2",-1.6629
"QKI",-3.359
"QRSL1",-1.324
"R3HCC1L",0.239266666666667
"R3HDM1",-0.314133333333333
"R3HDM2",-2.80483333333333
"RAB28",-0.2145
"RAB2A",0.00956666666666667
"RAB6A",-5.607
"RAB7A",-2.6993
"RABEP1",0.4659
"RABGGTB",-3.334
"RABL6",-0.20604
"RACGAP1",-3.9417
"RAD51C",-6.058
"RADX",0.5303
"RAE1",-3.91333333333333
"RALGAPA1",2.74366666666667
"RALGAPB",2.56433333333333
"RALY",-0.293666666666667
"RAP1GDS1",-1.857
"RARA",0.0415
"RARB",-0.8668
"RARG",-0.8731
"RASA3",1.84096666666667
"RB1",3.20666666666667
"RBBP6",-4.08866666666667
"RBBP8",-3.69266666666667
"RBFOX2",-0.06559
"RBM10",-1.1952
"RBM14",-3.79726666666667
"RBM15",2.564
"RBM18",-0.3332
"RBM24",-0.1136
"RBM25",-5.91766666666667
"RBM39",-1.47796666666667
"RBM5",2.66966666666667
"RBMS1",-1.91146666666667
"RBMX",-1.799
"RBPMS",-2.385
"RCC1",-6.725
"RCL1",-4.47433333333333
"RELCH",-0.4916
"REV3L",-3.2235
"REXO2",-0.96072
"RFT1",-4.295
"RFX7",-0.433333333333333
"RGMB",0.160413
"RHEB",-3.89666666666667
"RHOT1",-1.23413333333333
"RHOT2",-1.98608433333333
"RICTOR",-2.23973333333333
"RIMKLB",-1.87306666666667
"RLIM",0.581433333333333
"RMI1",-2.96533333333333
"RNF11",-0.29477
"RNF38",0.13635
"RNF8",-2.1895
"RNGTT",-7.93
"ROCK1",2.06343333333333
"RP2",0.225266666666667
"RPA3",-1.417
"RPN1",-6.177
"RPN2",-4.56866666666667
"RPRD2",-0.971
"RPS19",-5.88766666666667
"RPS2",-5.1325
"RPS3",-4.093
"RPS6KA3",-1.39701
"RPS6KB1",-2.17533333333333
"RPS6KL1",-0.208666666666667
"RRAGB",-0.166
"RSBN1",-0.741
"RSRC1",-0.38805
"RSRC2",-1.75273333333333
"RSRP1",-1.33656666666667
"RSU1",-2.89246666666667
"RTL9",-0.414833333333333
"RUFY2",0.331666666666667
"RUNX3",-1.18835
"RUVBL1",-5.01866666666667
"SAFB",-3.455
"SALL1",-0.0733666666666667
"SAMD4B",-1.90523333333333
"SAP130",-2.2545
"SARNP",-2.33712666666667
"SARS1",-3.38613333333333
"SAT1",0.342
"SBF2",-0.88128
"SCML2",0.346066666666667
"SCOC",0.346646666666667
"SCP2",0.442866666666667
"SCUBE2",0.588866666666667
"SDHA",-1.46272333333333
"SEC14L2",-0.669566666666667
"SEC24C",-1.74903333333333
"SECISBP2L",1.29176666666667
"SEL1L3",0.321166666666667
"SELENOT",-0.800883333333333
"SEMA3A",-1.81085333333333
"SEMA3F",0.635666666666667
"SEMA6A",-0.2039
"SENP1",-0.463933333333333
"SENP3-EIF4A1",0.4432
"SEPTIN11",-0.336433333333333
"SEPTIN2",-2.06686666666667
"SEPTIN6",0.490343333333333
"SEPTIN8",0.986166666666667
"SERGEF",0.346666666666667
"SETD1A",-3.34333333333333
"SETD1B",3.38266666666667
