"gene","meanLFC"
"ARHGEF3",-0.0300666666666667
"ARHGEF40",-1.04003333333333
"ARID1A",-1.871
"ARID1B",-0.336466666666667
"ARID2",-0.29778
"ARID3B",-3.2387
"ARID5A",-0.890263333333333
"ARID5B",0.0251766666666667
"ARL3",-0.18398
"ARMH1",-0.558343333333333
"ARMH3",0.09541
"ARRDC3",-0.2069
"ASCC3",-2.4075
"ASS1",-0.276466666666667
"ATF2",0.0801333333333333
"ATF3",-0.23295
"ATF7",-0.2443
"ATG13",-0.83902
"ATG4A",0.52095
"ATG4C",0.52215
"ATL3",-0.6291
"ATP11C",0.218416666666667
"ATP1A1",-1.422
"ATP2B1",-0.401885
"ATP6V0A2",-0.721533333333333
"ATP6V0D1",-1.54533333333333
"ATP6V0E1",-0.159323333333333
"ATP6V1G2-DDX39B",-0.732683333333333
"ATPAF1",-0.462133333333333
"ATR",-3.28523333333333
"ATRX",0.002255
"ATXN1",-0.266593333333333
"ATXN7L2",-0.7202
"AXIN1",-0.837933333333333
"BABAM2",0.02042
"BAHD1",-0.667006666666667
"BAMBI",-0.316433333333333
"BAZ2A",-0.427966666666667
"BBX",0.395183333333333
"BCL2L1",-3.565
"BCL6",-0.508733333333333
"BCL9",-0.01941
"BCL9L",0.173896666666667
"BCLAF1",-1.24673333333333
"BCORL1",-0.165133333333333
"BCR",0.330006666666667
"BDNF",-0.363766666666667
"BICRAL",0.0969
"BIN1",-0.8701
"BIN3",0.122946666666667
"BLACAT1",-0.110033333333333
"BLCAP",-0.435533333333333
"BMI1",0.0393633333333333
"BMP4",-0.0179
"BNIP2",-0.217566666666667
"BOD1L1",-4.7315
"BORCS7-ASMT",-0.1342
"BPTF",-2.0265
"BRAP",-0.329766666666667
"BRD8",-1.53666666666667
"BRIP1",-1.14616666666667
"BRPF1",-0.778466666666667
"BTAF1",-1.68166666666667
"BTBD10",0.02426
"BTBD3",-0.249066666666667
"BTBD8",-0.3901
"BUB3",-3.80133333333333
"C11orf49",0.0964666666666666
"C14orf80",-4.03466666666667
"C16orf72",-0.09864
"C18orf25",0.1846
"C1D",-1.54605
"C1orf52",-0.505166666666667
"C1orf85",-0.721533333333333
"C21orf59",-3.90533333333333
"C2CD5",-0.188943333333333
"C5orf34",-0.770705
"CAAP1",-0.5667
"CABCOCO1",-0.00416666666666667
"CACNA2D1",0.13434
"CACNA2D2",-0.606
"CALCOCO1",-0.46968
"CALD1",0.2114
"CAMK2D",-0.3164
"CAMK2G",-0.483573333333333
"CAMLG",-1.3609
"CAP1",-1.48216666666667
"CASK",0.0469333333333333
"CAVIN2",0.211326666666667
"CBX4",-0.164733333333333
"CBX5",0.0830333333333333
"CCAR1",-1.59
"CCDC88A",-1.04476666666667
"CCDC91",0.21772
"CCNC",-3.071
"CCND1",-0.503
"CCND3",-0.9132
"CCNE2",-0.113876666666667
"CCNL1",-0.428566666666667
"CCNL2",0.534533333333333
"CCT3",-5.54566666666667
"CD58",-1.04046666666667
"CDC27",-0.640733333333333
"CDC42",-4.04666666666667
"CDC5L",-3.76126666666667
"CDC6",-2.31966666666667
"CDC7",-5.349
"CDC73",-6.5855
"CDCA7",-0.365638666666667
"CDH2",0.220066666666667
"CDHR1",-0.284726666666667
"CDK12",-1.55033333333333
"CDK14",-0.504333333333333
"CDK5RAP2",-0.373873333333333
"CDKAL1",-0.07177
"CDKN2C",0.0285466666666667
"CELF1",-2.09766666666667
"CELF6",-1.0504
"CEMIP",-0.372066666666667
"CENPA",-2.9975
"CENPE",-1.09696666666667
"CENPF",0.1981
"CEP250",-1.12846666666667
"CEP70",-0.079618
"CEPT1",0.4655
"CFAP20DC",-0.07516
"CFAP251",0.20505
"CFAP299",0.127465
"CHCHD3",-1.54203333333333
"CHD2",0.255066666666667
"CHD3",0.116791333333333
"CHD4",-2.35796666666667
"CHD7",-0.6372
"CHD9",0.143866666666667
"CHIC2",-0.174313333333333
"CHKA",-0.511333333333333
"CHM",0.10347
"CHRDL1",0.285733333333333
"CHTOP",0.266543333333333
"CHUK",0.3847
"CIC",-0.559666666666667
"CIP2A",-0.8591
"CIR1",-2.39566666666667
"CIT",-1.83933333333333
"CIZ1",-0.178266666666667
"CLASP2",-0.3686
"CLCF1",0.125433333333333
"CLCN3",0.44858
"CLINT1",0.18409
"CLIP1",-0.461566666666667
"CLK1",-0.244266666666667
"CLK2",-0.426066666666667
"CLK4",0.4917
"CLN6",-0.5661
"CLOCK",-0.3649
"CLPB",-3.25866666666667
"CLSPN",-0.0388
"CLSTN1",0.258833333333333
"CLTA",-0.6255
"CLTC",-1.9374
"CMPK1",-2.645
"CMTR1",-0.936366666666667
"CNOT2",0.50547
"CNOT9",-0.3012
"CNRIP1",-0.98245
"CNTFR",-0.34562
"COL12A1",-0.283966666666667
"COL2A1",-0.267503333333333
"COL8A1",-0.354
"COPA",-3.6715
"COPZ1",-2.26333333333333
"COX10",-3.31333333333333
"COX7A2L",0.5648
"CPA4",-0.37741
"CPSF4",-3.95
"CPSF6",-1.1098
"CPVL",0.1738
"CREB1",-0.841733333333333
"CREBBP",-1.94
"CRIM1",0.538233333333333
"CSDE1",-0.4742
"CSNK1A1",-1.84643333333333
"CSNK1D",-1.1424
"CSNK2A2",0.6617
"CSRNP2",-0.308633333333333
"CSTF2",0.1653
"CTCF",-7.344
"CTDSPL2",-1.1348
"CTNNA1",-1.1533
"CTNNAL1",0.1429
"CTNND1",-0.2609
"CTPS2",0.0208833333333333
"CTR9",-2.06633333333333
"CUL3",-1.11233333333333
"CUL4B",0.71605
"CUX1",0.394233333333333
"CWC27",-0.656626666666667
"CWF19L1",-0.0760333333333333
"CXXC5",-0.26375
"CYFIP2",-0.0928
"CYHR1",-0.0373966666666667
"CYRIB",0.428733333333333
"DAZAP1",-0.647266666666667
"DCTD",-0.445033333333333
"DDAH1",0.114736666666667
"DDX10",-3.30133333333333
"DDX17",-0.2164
"DDX31",-0.0752766666666667
"DDX46",-2.952
"DDX5",-1.36963333333333
"DENND2B",0.22995
"DERA",0.211633333333333
"DFFB",0.389063333333333
"DGCR8",-2.731
"DGKZ",-1.59662666666667
"DHFR",-4.75566666666667
"DHRS11",-0.634433333333333
"DHRS7",-0.32285
"DHX15",-3.53866666666667
"DHX30",-1.0725
"DHX40",-0.9452
"DHX9",-4.33
"DKC1",-4.968
"DLC1",0.4926
"DLG1",-0.150816666666667
"DLG3",-1.82626666666667
"DLG4",-0.35385
"DLGAP4",-0.98015
"DLST",-3.4645
"DMKN",-0.492533333333333
"DNAAF5",-1.75233333333333
"DNAAF6",0.4914
"DNAJC1",-0.599233333333333
"DNAJC13",-0.097466
"DNM1L",-3.70833333333333
"DOCK10",0.284566666666667
"DOCK7",-0.181633333333333
"DOCK9",0.234246666666667
"DONSON",-1.38993333333333
"DPCD",0.0984666666666667
"DPH6",-0.966366666666667
"DROSHA",-0.855466666666667
"DST",-0.383083333333333
"DSTN",-0.405333333333333
"DTL",-4.01166666666667
"DUSP6",-0.243233333333333
"DYM",0.39152
"DYNC1I2",-3.691
"DYRK2",0.133836666666667
"DYSF",-0.03235
"E2F3",-0.2181
"E2F8",0.472466666666667
"EDNRA",0.332046666666667
"EEA1",-0.487366666666667
"EEF1E1-BLOC1S5",0.3416
"EEFSEC",-6.1
"EFCAB14",-0.607833333333333
"EFEMP1",0.112406666666667
"EFNA5",-0.741
"EFNB1",-0.6593
"EFNB2",-0.174456666666667
"EFNB3",-0.465533333333333
"EFR3A",0.28271
"EIF2AK2",0.179583333333333
"EIF2AK4",-0.9455
"EIF2B3",-3.75166666666667
"EIF3A",-3.91366666666667
"EIF3E",-2.11166666666667
"EIF3H",-2.467
"EIF3M",-2.97166666666667
"EIF4A2",-0.959866666666667
"EIF4E3",-0.521033333333333
"EIF4G3",0.0257666666666667
"EIF5A",-2.968
"ELF2",0.4725
"ELF4",-0.16655
"ELK3",-0.361433333333333
"EMC2",-0.6177
"EML4",0.182663333333333
"ENAH",0.711433333333333
"ENTPD6",0.32168
"EPAS1",-0.345546666666667
"EPB41",-0.126466666666667
"EPB41L3",0.24835
"EPHB2",0.1703
"EPPIN-WFDC6",-0.458546666666667
"EPS15",0.242914266666667
"EPS15L1",-0.705033333333333
"ERCC3",-3.47413333333333
"ERF",-0.124731666666667
"ERRFI1",-0.707573333333333
"ETFA",-0.32867
"ETNK1",-0.7116
"ETS1",0.37787
"ETV1",-0.123333333333333
"ETV5",-0.154833333333333
"EVI5",-0.6259
"EWSR1",-3.0835
"EXOC4",-3.57466666666667
"EXOC6",-0.731833333333333
"EXT1",-0.500866666666667
"EXT2",-0.871733333333333
"EZH2",0.341966666666667
"FAM114A1",-0.05913
"FAM120A",-0.0737
"FAM120B",0.343866666666667
"FAM122B",0.0589666666666667
"FAM13B",0.28985
"FAM168A",-1.13765333333333
"FAM204A",-0.351523333333333
"FAM222B",-0.685366666666667
"FAM53C",-0.4315
"FAM76B",-0.0616
"FANCL",-1.538
"FAP",-1.22310333333333
"FAR1",-0.1839
"FARSB",-2.63243333333333
"FBN1",0.0341
"FBXL19",-1.12041
"FBXL7",0.703033333333333
"FBXW11",-0.885233333333333
"FBXW4",-0.225586666666667
"FGFR1",-0.2734
"FGFR2",0.43465
"FHL1",0.4958
"FHL3",-0.49838
"FHOD3",0.520233333333333
"FIP1L1",-3.0571
"FKBP5",-0.28595
"FLNB",-0.30825
"FMR1",0.43768
"FN1",0.416833333333333
"FNBP1L",-0.208
"FNBP4",-0.412327333333333
"FNDC3A",0.260316666666667
"FNDC3B",-0.566393333333333
"FOSL1",-1.3695
"FOSL2",-0.226933333333333
"FOXO3",-1.3439
"FOXP4",-0.104466666666667
"FPGT-TNNI3K",0.169066666666667
"FST",-0.876666666666667
"FSTL1",-0.457506666666667
"FUBP1",-0.8043
"FUBP3",0.11265
"FUS",-0.514933333333333
"FUT8",-0.0571
"FUZ",-0.719
"FXR1",0.03924
"FYN",0.135933333333333
"FZD4",-0.0666
"G3BP2",-0.132333333333333
"GADD45A",0.402833333333333
"GALE",-0.7794
"GALNT10",-0.0529333333333333
"GART",-3.82766666666667
"GATA2",-0.42925
"GATAD2A",-0.6405
"GATAD2B",-0.176333333333333
"GBE1",-0.569733333333333
"GBF1",-1.6874
"GCDH",-0.205469
"GDF6",0.2733
"GDI2",0.227366666666667
"GGA2",-0.463033333333333
"GGA3",-0.04545
"GIGYF2",-0.496773333333333
"GLB1",-1.17666666666667
"GLCCI1",-0.146
"GLI4",0.38009
"GLS",0.111633333333333
"GLYCTK",-0.5956
"GMDS",-0.0670333333333333
"GNAS",0.00740333333333334
"GNL2",-1.84133333333333
"GOSR2",-1.33895
"GPBP1",-0.700513333333333
"GPC3",-0.201533333333333
"GPC4",0.491116666666667
"GPX8",-1.0944
"GRTP1",0.1054
"GSK3B",0.634033333333333
"GSPT1",-0.7287
"GSTO2",-0.2833
"GTF2B",-1.7295
"GTF2I",-1.25676666666667
"GTPBP1",-2.1248
"GTSF1",0.13487
"GULP1",-0.718533333333333
"GYG2",0.19934
"H2BC5",-0.0287
"H3-3A",1.125
"HADH",-0.584666666666667
"HAT1",0.12625
"HCFC2",-0.09603
"HDAC1",-0.1103
"HDAC5",-1.6104
"HDAC7",-1.209
"HDAC8",-1.4805
"HDAC9",-0.287366666666667
"HDGF",-2.183
"HDHD2",0.27445
"HECTD1",-1.33573333333333
"HHEX",-0.4253
"HHIP",-0.1958
"HIBADH",0.234066666666667
"HIGD1A",-0.532705
"HIPK1",-0.404593333333333
"HMG20A",-0.531833333333333
"HMGA2",-0.321133333333333
"HMGB1",0.153705
"HMGN2",0.10492
"HMGN5",0.12193
"HMGXB3",-0.149483333333333
"HMGXB4",-0.0543333333333333
"HNRNPAB",-0.3207
"HNRNPC",-1.66533333333333
"HNRNPD",-0.4622
"HNRNPH1",-0.868433333333333
"HNRNPH3",-1.52333333333333
"HNRNPK",-4.06433333333333
"HNRNPL",-2.527
"HNRNPLL",-0.475833333333333
"HNRNPM",0.238543333333333
"HNRNPR",0.8736
"HNRNPU",-1.69266666666667
"HOXA10",0.0982733333333333
"HOXA11",-0.1773
"HOXA7",0.0949806666666666
"HOXC5",-1.32356666666667
"HPS5",0.2799
"HSD17B12",-1.43645
"HSPA12A",0.2939
"HUWE1",-1.068
"ICE2",-0.76595
"ID2",0.0301666666666666
"IDE",-0.00833333333333334
"IFFO1",-1.0491
"IFT172",-0.0115333333333333
"IFT43",0.0672425
"IFT57",-0.388943333333333
"IFTAP",0.337975
"IGBP1",-1.00426666666667
"IGF2BP1",-0.385833333333333
"IGF2BP2",-0.624833333333333
"IGF2R",0.295966666666667
"IGFBP4",-0.0976333333333333
"IGSF3",-1.7085
"IL32",-0.343833333333333
"ILF3",-1.75466666666667
"IMMP1L",-0.037
"INHBA",-0.0759333333333333
"INKA2",-0.268616666666667
"INO80",-1.875
"INPP4A",-0.35515
"INPP5A",0.346833333333333
"INTS6",-2.20233333333333
"INTS6L",0.1009775
"IPO13",-2.644
"IRF2BP2",-0.09
"IRX5",0.471366666666667
"ITCH",-0.290776666666667
"ITGA4",-0.238896666666667
"ITGB3BP",0.03412
"ITPRID1",0.174266666666667
"IVNS1ABP",-0.0981
"JADE1",0.05385
"JADE2",0.3044
"JADE3",0.0644966666666667
"JAG1",0.0663866666666667
"JARID2",-0.1555
"JAZF1",-0.6779
"JHY",0.088
"JMJD1C",-0.409233333333333
"JUP",-0.2089
"KANK1",-0.4181
"KANSL1",-2.45766666666667
"KANSL3",-2.94733333333333
"KCNH1",0.307666666666667
"KCTD15",0.198866666666667
"KDM1A",0.50055
"KDM2B",-0.2719
"KDM3B",-0.1518
"KDM4B",-0.6936
"KDM5B",-0.169233333333333
"KDM6A",0.4581
"KHDC4",-0.0893733333333333
"KHSRP",-2.19633333333333
"KIAA0319L",-0.0941666666666667
"KIAA0586",-0.265033333333333
"KIF11",-5.299
"KIF18B",-1.03763333333333
"KIF1B",0.0575
"KIF23",-2.92033333333333
"KIF2A",-0.2405
"KIF4A",-1.32645
"KIFAP3",-0.3575
"KIRREL1",-0.31955
"KLF3",0.2595
"KLF5",-0.1567
"KLF6",0.02925
"KLF7",-0.480163333333333
"KLHL12",-1.33885
"KLHL13",0.1005
"KMT2A",-0.3648
"KPNA1",-1.2026
"KPNB1",-3.60466666666667
"KRBOX1",-0.135213333333333
"KREMEN1",-0.7417
"KTN1",0.0854133333333333
"LARP1B",-0.8819
"LARP7",-0.6429
"LARS1",-1.092
"LCOR",-1.16002333333333
"LCORL",-0.194166666666667
"LDB1",-0.589266666666667
"LDB2",-0.189716666666667
"LGALSL",0.0555333333333333
"LGR4",-0.1588
"LIF",0.0546
"LIMA1",-0.7744
"LIMCH1",0.260346666666667
"LIN28B",-1.08386666666667
"LIN52",-2.57833333333333
"LIN7A",0.07603
"LMAN1",0.426783333333333
"LMBR1",0.0919
"LMO4",0.251633333333333
"LONP2",0.39245
"LONRF3",0.272716666666667
"LRCH2",-3.99825
"LRIG1",-0.180666666666667
"LRIG3",0.0683
"LRP1",-0.8206
"LRP6",-0.99415
"LRR1",-3.523
"LRRFIP1",0.386863333333333
"LRRFIP2",0.195333333333333
"LSM11",-2.687
"LUC7L",0.1507
"LUC7L2",-0.37811
"LUC7L3",-2.85466666666667
"LYPLAL1",0.226166666666667
"MACROH2A1",-0.9594
"MADD",-0.0938766666666666
"MAEA",-0.33675
"MAF",-0.422933333333333
"MAGED1",-0.11325
"MAGED2",0.397733333333333
"MAGI1",0.5863
"MAN2A1",-0.0652666666666667
"MAP1B",0.39335
"MAP3K20",0.228273333333333
"MAP3K3",-0.0699763333333333
"MAP3K7",0.177218
"MAP4K3",-0.272233333333333
"MAPKAPK3",0.207433333333333
"MARCHF3",-0.0707
"MAT2A",-4.37466666666667
"MATR3",-0.335306666666667
"MAX",-1.17305
"MBD2",0.502466666666667
"MBD6",-0.330426666666667
"MBIP",-0.7807
"MBNL1",-0.7681
"MBNL2",-0.261533333333333
"MBTD1",-0.74075
"MBTPS2",-2.754
"MCM7",-2.321
"MCOLN2",-0.9466
"MCRS1",-3.574
"MCUB",0.281033333333333
"MDFIC",0.2153
"MDM4",-0.366
"MEAF6",-1.58333333333333
"MED13",-1.2311
"MED13L",0.2132
"MED14",-3.1375
"MED23",-0.5094
"MED27",-2.36693333333333
"MED30",-4.28143333333333
"MEGF8",-0.376666666666667
"MEGF9",0.22464
"MELK",-0.381023333333333
"MEMO1",-1.2193
"MEPCE",-3.0668
"METAP1D",-0.731715
"METTL25",-0.410766666666667
"METTL4",0.355226666666667
"METTL8",-0.529133333333333
"MFN2",-3.1115
"MFSD2A",-0.258366666666667
"MGLL",-0.3929
"MGMT",0.418333333333333
"MGST1",-0.458506
"MGST2",-0.23723
"MIB1",0.19455
"MICOS10-NBL1",-0.620313333333333
"MIDEAS",-0.60736
"MIGA1",-0.29848
"MITF",-0.39425
"MKNK1",0.350968
"MLLT10",-0.3318
"MLLT6",-0.2249
"MMP2",0.685966666666667
"MMS19",-4.21533333333333
"MMS22L",-2.18923333333333
"MNAT1",-2.73686666666667
"MNT",-0.111
"MORC4",0.48245
"MORF4L2",-0.01155
"MORN1",-0.338666666666667
"MOSPD1",-0.436533333333333
"MRPL48",-0.793033333333333
"MRPS18A",-2.588
"MRPS22",-2.131
"MRPS28",-1.47096
"MRPS9",-3.1055
"MSANTD3-TMEFF1",0.0688333333333333
"MSI1",0.294146666666667
"MSL1",-1.7175
"MSN",0.28491
"MSRB3",-0.20426
"MTCL1",0.286
"MTDH",-0.0106966666666667
"MTERFD2",-2.8865
"MTHFD1L",-0.51075
"MTMR4",-0.1973
"MTOR",-4.45433333333333
"MTX2",-2.33466666666667
"MVB12B",-0.135946666666667
"MXI1",-0.190555066666667
"MYB",0.2217
"MYEF2",-0.180133333333333
"MYL6",0.4576
"MYL6B",-0.595433333333333
"MYO18A",-1.46426666666667
"NAA38",-2.70433333333333
"NAB2",-1.311
"NAP1L1",-0.156266666666667
"NAV2",0.32565
"NAV3",0.0574033333333333
"NCAPH",-4.0975
"NCDN",-0.410766666666667
"NCKAP1",-2.27366666666667
"NCKAP5L",0.09398
"NCOA1",0.0541233333333333
"NCOA5",0.684266666666667
"NCOA6",-1.57533333333333
"NCOR1",0.0919666666666667
"NDC80",-3.05866666666667
"NDUFB8",-1.6356
"NDUFS4",-0.193916666666667
"NEIL3",0.627033333333333
"NEK6",0.293533333333333
"NEK7",0.08545
"NEXMIF",0.172766666666667
"NF2",-1.63603333333333
"NFAT5",0.645133333333333
"NFATC3",0.4274
"NFE2L1",0.332567666666667
"NFE2L2",-0.367
"NFIC",-0.393666666666667
"NFRKB",-0.991333333333333
"NFYC",-2.2674
"NGF",-0.240326666666667
"NIN",-0.232113333333333
"NIPBL",-1.08666666666667
"NLGN2",-0.2085
"NNT",-0.5065
"NOL10",-2.2015
"NOP14",-2.12766666666667
"NOP56",-3.69966666666667
"NOTCH1",0.3913
"NOVA1",0.130192
"NPTN",-0.301133333333333
"NR1D2",0.0607766666666667
"NR1H3",-0.1018
"NR2F1",-0.7206
"NR2F2",0.237566666666667
"NRBP1",-1.15706666666667
"NREP",-0.0182333333333333
"NRF1",-3.15133333333333
"NRN1",0.575
"NSD1",-1.12096666666667
"NSD3",0.137733333333333
"NSF",-5.074
"NSRP1",-1.16986666666667
"NT5C2",-0.301083333333333
"NUCB2",-0.129566666666667
"NUDT2",-0.0613
"NUFIP2",-2.18933333333333
"NUMA1",-1.1799
"NUMB",-0.0680633333333333
"NUP58",-1.17203666666667
"NUP93",-3.44033333333333
"OAZ2",-1.1467
"OBI1",0.255043333333333
"OGA",-0.720033333333333
"OGT",-2.10895
"OPA1",-0.51465
"ORC5",-4.12066666666667
"OSBP2",0.344533333333333
"OSBPL3",-0.97737
"OTUD5",-0.7164
"OTX2",-0.5757
"P3R3URF-PIK3R3",0.24425
"P4HA1",-0.447233333333333
"PABPC1",-2.36366666666667
"PABPC4",-0.621413333333333
"PAK3",-0.525733333333333
"PALLD",-0.00313333333333333
"PAM",-0.0775
"PARP6",-0.5491
"PATL1",-0.4455
"PAX6",-0.06151
"PAXBP1",-0.73485
"PBRM1",-0.124
"PBX1",-0.0663666666666667
"PCBP2",-2.03166666666667
"PCBP4",-0.3657
"PCDH1",0.0733333333333333
"PCF11",-3.1905
"PCMT1",-0.173126666666667
"PDCD10",0.299546666666667
"PDCD6IP",-2.94666666666667
"PDGFC",0.324666666666667
"PDK3",-0.96292
"PDPR",0.2717
"PEPD",-0.03635
"PEX14",-0.111855666666667
"PEX2",-0.0583366666666667
"PFDN1",-0.896663333333333
"PFN1",-1.728
"PHF12",-1.37243333333333
"PHF14",0.0440733333333333
"PHF20L1",0.458633333333333
"PHF6",0.462933333333333
"PHF8",-0.870466666666667
"PHIP",-0.467266666666667
"PHKA1",-0.873233333333333
"PHLDB1",-0.297753333333333
"PHTF1",-0.548766666666667
"PIAS1",-0.683
"PICALM",0.0988
"PIK3AP1",-0.0401566666666667
"PIKFYVE",0.116853333333333
"PITPNB",-0.372436666666667
"PJVK",-0.30874
"PLAGL2",-0.536486666666667
"PLCB4",-0.32152
"PLEKHA5",-0.384633333333333
"PLRG1",-1.54333333333333
"PLS3",-0.86685
"PNISR",-1.691
"PNKD",0.455706666666667
"POLA1",-0.60539
"POLE2",-2.01433333333333
"POLL",-0.267633333333333
"POLQ",-1.2115
"POLR1B",-4.66366666666667
"POLR1E",-2.754
"PON2",-0.189236666666667
"POU2F1",-0.0281
"PPARGC1B",-0.0782
"PPCDC",-0.920933333333333
"PPIP5K2",-0.703833333333333
"PPM1E",0.0292533333333333
"PPP1R10",-1.20076666666667
"PPP1R11",-3.679
"PPP1R12A",-4.412
"PPP2R3C",-3.06633333333333
"PPP3CA",0.499433333333333
"PPP3CB",-0.49715
"PPP4R1",-1.52333333333333
"PPP4R3A",-0.856066666666667
"PPT2-EGFL8",0.116296666666667
"PPWD1",-1.43626666666667
"PRCP",-0.0744
"PRDM8",0.327613333333333
"PREB",-4.72566666666667
"PRKAA1",0.3887
"PRKAG1",-0.499
"PRMT1",-5.678
"PRMT2",0.00459999999999999
"PRPF3",-2.08833333333333
"PRPF38B",-4.314
"PRPSAP1",-0.457633333333333
"PRR12",-0.407533333333333
"PRSS23",-0.0770333333333333
"PSMA1",-3.41366666666667
"PSMA2",-1.4205
"PSMB2",-2.68966666666667
"PSMB7",-4.97366666666667
"PSMD11",-1.34603333333333
"PSMD14",-3.7834
"PTBP1",-2.30151333333333
"PTBP2",-0.0316553333333333
"PTK7",-0.332613333333333
"PTP4A2",-0.879093333333333
"PTPMT1",-4.78666666666667
"PTPN1",-0.00500000000000002
"PTPRF",-0.54865
"PTPRK",0.0354366666666667
"PTPRM",0.5699
"PTPRS",-0.7049
"PUM1",-0.602166666666667
"PUM2",0.0443333333333333
"PXDN",0.258286666666667
"PXMP2",-1.2736
"QKI",0.0794966666666667
"QRSL1",-4.3175
"R3HCC1L",0.121946666666667
"R3HDM1",0.159933333333333
"R3HDM2",-0.5992
"RAB28",-0.284216666666667
"RAB2A",-0.200733333333333
"RAB6A",-0.5425
"RAB7A",-1.64903333333333
"RABEP1",0.1115
"RABGGTB",-6.64366666666667
"RABL6",-0.572
"RACGAP1",-3.09166666666667
"RAD51C",-4.96166666666667
"RADX",0.361066666666667
"RAE1",-4.19233333333333
"RALGAPA1",-0.6017
"RALGAPB",-0.6221
"RALY",-0.64135
"RAP1GDS1",-0.2074745
"RARA",-0.385533333333333
"RARB",0.2319
"RARG",-0.686
"RASA3",0.53045
"RB1",-0.09402
"RBBP6",-2.83866666666667
"RBBP8",-1.03626666666667
"RBFOX2",-0.01295
"RBM10",0.0650666666666667
"RBM14",-2.32433333333333
"RBM15",-0.0524
"RBM18",-0.8633
"RBM24",0.5813
"RBM25",-2.85463333333333
"RBM39",-2.47123333333333
"RBM5",-1.137
"RBMS1",-0.242296666666667
"RBMX",-2.042
"RBPMS",0.322963333333333
"RCC1",-4.02233333333333
"RCL1",-3.8151
"RELCH",0.289766666666667
"REV3L",-1.15435
"REXO2",-4.13033333333333
"RFT1",-3.47333333333333
"RFX7",-0.2956
"RGMB",0.255516666666667
"RHEB",-1.97
"RHOT1",-1.50366666666667
"RHOT2",-2.7892
"RICTOR",-2.186
"RIMKLB",-0.143806666666667
"RLIM",0.175645
"RMI1",-1.37246666666667
"RNF11",-0.70491
"RNF38",-0.0793
"RNF8",-1.47563333333333
"RNGTT",-4.0815
"ROCK1",0.6029
"RP2",-0.104433333333333
"RPA3",-1.39323333333333
"RPN1",-3.858
"RPN2",-3.21733333333333
"RPRD2",-1.15063333333333
"RPS19",-6.635
"RPS2",-3.4665
"RPS3",-2.47283333333333
"RPS6KA3",0.135040333333333
"RPS6KB1",-0.432266666666667
"RPS6KL1",-0.268853333333333
"RRAGB",0.336633333333333
"RSBN1",0.0732333333333333
"RSRC1",-0.604
"RSRC2",-0.1998
"RSRP1",-0.250466666666667
"RSU1",-1.2265
"RTL9",0.422603333333333
"RUFY2",-0.511866666666667
"RUNX3",-1.118783
"RUVBL1",-4.43933333333333
"SAFB",0.2411
"SALL1",0.702066666666667
"SAMD4B",-0.7692
"SAP130",-1.56866666666667
"SARNP",-1.02596666666667
"SARS1",-3.8035
"SAT1",0.234433333333333
"SBF2",0.186303333333333
"SCML2",0.190033333333333
"SCOC",0.00356666666666668
"SCP2",0.14685
"SCUBE2",0.103075
"SDHA",-2.35566666666667
"SEC14L2",-0.526373333333333
"SEC24C",-1.13866666666667
"SECISBP2L",0.190773333333333
"SEL1L3",0.0973666666666666
"SELENOT",-0.557433333333333
"SEMA3A",-0.8924
"SEMA3F",-0.250933333333333
"SEMA6A",0.033681
"SENP1",-0.65468
"SENP3-EIF4A1",0.0159166666666667
"SEPTIN11",-0.0776843333333334
