"Event.locus","Target.gene","Event","Event.Type","Span","hit","effectiveDeletion","geneFitness","geneLFC.exonicCas9","fractionTotPairs.doubleX","fractionOkPairs.doubleX","fractionTotPairs.singleX","fractionOkPairs.singleX","totPairs.doubleX","okPairs.doubleX","totPairsDrop.doubleX","okPairsDrop.doubleX","totPairs.singleX","okPairs.singleX","totPairsDrop.singleX","okPairsDrop.singleX"
"chr12:6549476-6549481","IFFO1","HsaEX0030919","exon.deletion","5",FALSE,NA,"",-1.0491,0,0,0.125,0,14,7,0,0,8,7,1,0
"chr1:116606492-116606548","IGSF3","HsaEX0031207","exon.deletion","56",FALSE,NA,"fitness",-1.7085,0.125,0.0833,0.1667,0,16,12,2,1,12,10,2,0
"chr16:3067554-3067613","IL32","HsaEX0031477","exon.deletion","59",FALSE,NA,"non-fitness",-0.3438,0.125,0.2,0.0833,0,16,10,2,2,12,11,1,0
"chr19:5119118-5119219","KDM4B","HsaEX0033291","exon.deletion","101",TRUE,"chr19:5116296-5119278","",-0.6936,0.4286,0.3333,0.2727,0,14,6,6,2,11,8,3,0
"chr14:58492144-58492275","KIAA0586","HsaEX0033762","exon.deletion","131",FALSE,NA,"non-fitness",-0.265,0.1875,0.2143,0.1,0,16,14,3,3,10,9,1,0
"chr14:55673172-55673255","KTN1","HsaEX0035084","exon.deletion","83",FALSE,NA,"non-fitness",0.0854,0,0,0.1667,0,8,6,0,0,6,5,1,0
"chr4:128176872-128176907","LARP1B","HsaEX0035362","exon.deletion","35",TRUE,"chr4:128175906-128177126","",-0.8819,0.4,0.3333,0.4,0,15,6,6,2,10,6,4,0
"chr4:16505840-16505982","LDB2","HsaEX0035557","exon.deletion","142",FALSE,NA,"non-fitness",-0.1897,0.0667,0,0.1818,0,15,7,1,0,11,9,2,0
"chrX:118982821-118982943","LONRF3","HsaEX0036135","exon.deletion","122",FALSE,NA,"non-fitness",0.2727,0,0,0.0909,0,16,12,0,0,11,10,1,0
"chr2:237720772-237720822","LRRFIP1","HsaEX0036737","exon.deletion","50",FALSE,NA,"non-fitness",0.3869,0.0625,0.0714,0.0833,0,16,14,1,1,12,11,1,0
"chr14:65101546-65101572","MAX","HsaEX0038060","exon.deletion","26",TRUE,"chr14:65100551-65101648","",-1.173,0.4286,0.8,0.4,0,14,5,6,4,10,6,4,0
"chr1:84939553-84939702","MCOLN2","HsaEX0038294","exon.deletion","149",TRUE,"chr1:84938506-84939823","",-0.9466,0.875,0.6667,0.5,0,16,3,14,2,12,6,6,0
"chr1:204544535-204544669","MDM4","HsaEX0038421","exon.deletion","134",FALSE,NA,"non-fitness",-0.366,0,0,0.1818,0,14,9,0,0,11,9,2,0
"chr19:42349499-42349699","MEGF8","HsaEX0038772","exon.deletion","200",FALSE,NA,"non-fitness",-0.3767,0.0625,0,0.0833,0,16,14,1,0,12,11,1,0
"chr10:97461496-97461622","MMS19","HsaEX0039697","exon.deletion","126",TRUE,"chr10:97461130-97461715","fitness",-4.2153,0.2667,0.3077,0.0909,0,15,13,4,4,11,10,1,0
"chr10:97468966-97469104","MMS19","HsaEX0039699","exon.deletion","138",TRUE,"chr10:97468497-97469288","fitness",-4.2153,0.5333,0.5,0.3333,0,15,6,8,3,12,8,4,0
"chr2:197523624-197523686","MOBKL3","HsaEX0039745","exon.deletion","62",FALSE,NA,"",NA,0.25,0.2857,0.0833,0,16,14,4,4,12,11,1,0
"chr1:2389925-2389996","MORN1","HsaEX0039818","exon.deletion","71",FALSE,NA,"non-fitness",-0.3387,0,0,0.25,0,14,9,0,0,12,9,3,0
"chr2:241099396-241099894","MTERFD2","HsaEX0040439","exon.deletion","498",TRUE,"chr2:241098897-241099972","fitness",-2.8865,0.375,0.375,0,0,16,16,6,6,12,12,0,0
"chr19:3456550-3456635","NFIC","HsaEX0042741","exon.deletion","85",FALSE,NA,"non-fitness",-0.3937,0.125,0,0.0833,0,16,14,2,0,12,11,1,0
"chr11:47261637-47261726","NR1H3","HsaEX0043675","exon.deletion","89",TRUE,"chr11:47261540-47264210","non-fitness",-0.1018,0.7143,0.8,0.25,0,14,5,10,4,8,6,2,0
"chr7:129710374-129710571","NRF1","HsaEX0043794","exon.deletion","197",TRUE,"chr7:129710062-129711109","fitness",-3.1513,0.7333,0.8333,0.1818,0,15,12,11,10,11,9,2,0
"chr22:30889520-30889636","OSBP2","HsaEX0044858","exon.deletion","116",FALSE,NA,"non-fitness",0.3445,0.4375,0,0.25,0,16,6,7,0,12,9,3,0
"chr16:70153391-70153573","PDPR","HsaEX0046434","exon.deletion","182",FALSE,NA,"non-fitness",0.2717,0.0769,0.1429,0.1667,0,13,7,1,1,12,10,2,0
"chr14:49654784-49654838","POLE2","HsaEX0048920","exon.deletion","54",FALSE,NA,"fitness",-2.0143,0.25,0.25,0,0,8,8,2,2,6,6,0,0
"chr10:101583588-101583681","POLL","HsaEX0048980","exon.deletion","93",FALSE,NA,"non-fitness",-0.2676,0,0,0,0,16,16,0,0,11,11,0,0
"chr5:149830767-149830883","PPARGC1B","HsaEX0049310","exon.deletion","116",TRUE,"chr5:149829402-149831000","non-fitness",-0.0782,0.3333,0.3636,0.2,0,15,11,5,4,10,8,2,0
"chr6:30614549-30614602","PPP1R10","HsaEX0049539","exon.deletion","53",FALSE,NA,"",-1.2008,0.1538,0.1,0.1818,0,13,10,2,1,11,9,2,0
"chr6:30068279-30068353","PPP1R11","HsaEX0049547","exon.deletion","74",TRUE,"chr6:30068030-30068984","fitness",-3.679,0.375,0.375,0.1667,0,16,8,6,3,12,10,2,0
"chr5:40774928-40774972","PRKAA1","HsaEX0050073","exon.deletion","44",FALSE,NA,"non-fitness",0.3887,0.1538,0.1667,0.1,0,13,12,2,2,10,9,1,0
"chr19:49680140-49680238","PRMT1","HsaEX0050262","exon.deletion","98",FALSE,NA,"fitness",-5.678,0,0,0.1,0,12,9,0,0,10,9,1,0
"chr19:805513-805569","PTBP1","HsaEX0050725","exon.deletion","56",FALSE,NA,"fitness",-2.3015,0,0,0.4,0,6,2,0,0,5,3,2,0
"chr11:47569700-47569891","PTPMT1","HsaEX0050944","exon.deletion","191",TRUE,"chr11:47569495-47570637","fitness",-4.7867,0.5625,0.7,0.25,0,16,10,9,7,12,9,3,0
"chr12:132701250-132701369","PXMP2","HsaEX0051403","exon.deletion","119",FALSE,NA,"",-1.2736,0,0,0,0,16,16,0,0,11,11,0,0
"chr3:53125909-53125994","RFT1","HsaEX0053203","exon.deletion","85",TRUE,"chr3:53125184-53126409","fitness",-3.4733,0.5625,0.8,0.4545,0,16,5,9,4,11,6,5,0
"chr16:669553-669606","RHOT2","HsaEX0053537","exon.deletion","53",TRUE,"chr16:668958-669925","fitness",-2.7892,0.625,0.625,0.1667,0,16,8,10,5,12,10,2,0
"chr5:38949356-38949427","RICTOR","HsaEX0053597","exon.deletion","71",FALSE,NA,"fitness",-2.186,0,0,0.1818,0,16,12,0,0,11,9,2,0
"chr6:37374620-37374709","RNF8","HsaEX0054150","exon.deletion","89",FALSE,NA,"fitness",-1.4756,0.25,0.2857,0.0833,0,16,14,4,4,12,11,1,0
"chr20:37232296-37232391","RPN2","HsaEX0055525","exon.deletion","95",TRUE,"chr20:37231887-37232739","fitness",-3.2173,0.875,1,0.4545,0,16,5,14,5,11,6,5,0
"chr14:74907435-74907530","RPS6KL1","HsaEX0055664","exon.deletion","95",FALSE,NA,"non-fitness",-0.2689,0.25,0.25,0.3333,0,16,8,4,2,12,8,4,0
"chr11:9052746-9052832","SCUBE2","HsaEX0056672","exon.deletion","86",FALSE,NA,"non-fitness",0.1031,0.2667,0.2,0.25,0,15,10,4,2,12,9,3,0
"chr5:223482-223568","SDHA","HsaEX0056744","exon.deletion","86",FALSE,NA,"fitness",-2.3557,0.2667,0.1,0.1818,0,15,10,4,1,11,9,2,0
"chr22:31531058-31531129","SFI1","HsaEX0057589","exon.deletion","71",FALSE,NA,"non-fitness",0.2149,0.0714,0.1111,0.2727,0,14,9,1,1,11,8,3,0
"chr2:38746144-38746179","SFRS7","HsaEX0057687","exon.deletion","35",FALSE,NA,"",NA,0.2,0,0.3,0,15,6,3,0,10,7,3,0
"chr22:40401593-40401675","SGSM3","HsaEX0057887","exon.deletion","82",FALSE,NA,"non-fitness",-0.4676,0.0625,0,0.3333,0,16,6,1,0,12,8,4,0
"chr10:103622470-103622553","SH3PXD2A","HsaEX0058048","exon.deletion","83",FALSE,NA,"",-0.7357,0,0,0.0833,0,15,13,0,0,12,11,1,0
"chr17:82236729-82236872","SLC16A3","HsaEX0058720","exon.deletion","143",FALSE,NA,"non-fitness",-0.5351,0.5,0.5,0.25,0,4,2,2,1,4,3,1,0
"chr11:62871577-62871669","SLC3A2","HsaEX0059658","exon.deletion","92",TRUE,"chr11:62871177-62875054","non-fitness",-0.4118,0.5,0.5,0.25,0,16,12,8,6,12,9,3,0
"chr3:57865242-57865292","SLMAP","HsaEX0060182","exon.deletion","50",FALSE,NA,"non-fitness",-0.5241,0,0,0.1667,0,16,11,0,0,12,10,2,0
"chr12:50087363-50087485","SMARCD1","HsaEX0060332","exon.deletion","122",TRUE,"chr12:50087157-50087863","",-0.6222,0.75,0.6,0.4167,0,16,5,12,3,12,7,5,0
"chr17:64562771-64562966","SMURF2","HsaEX0060565","exon.deletion","195",FALSE,NA,"non-fitness",-0.1147,0.2,0.2,0,0,15,15,3,3,7,7,0,0
"chr15:66495330-66495419","SNAPC5","HsaEX0060646","exon.deletion","89",FALSE,NA,"",-1.3207,0.6875,0,0.4545,0,16,3,11,0,11,6,5,0
"chr1:203862182-203862222","SNRPE","HsaEX0060716","exon.deletion","40",TRUE,"chr1:203861981-203862628","fitness",-3.283,0.6667,0.6,0.2,0,15,10,10,6,10,8,2,0
"chr17:50547720-50547767","SPATA20","HsaEX0061235","exon.deletion","47",FALSE,NA,"non-fitness",0.0684,0.1667,0,0.4,0,6,2,1,0,5,3,2,0
"chr16:28981901-28982056","SPNS1","HsaEX0061466","exon.deletion","155",TRUE,"chr16:28981669-28982175","",-1.0878,0.6667,1,0.5,0,12,2,8,2,10,5,5,0
"chr16:30721189-30721476","SRCAP","HsaEX0061653","exon.deletion","287",TRUE,"chr16:30721031-30722024","fitness",-3.032,0.625,0.5556,0.2727,0,16,9,10,5,11,8,3,0
"chr9:127916408-127916494","ST6GALNAC4","HsaEX0062042","exon.deletion","86",FALSE,NA,"non-fitness",-0.3688,0.0625,0.0909,0.1,0,16,11,1,1,10,9,1,0
"chr3:136464881-136464988","STAG1","HsaEX0062155","exon.deletion","107",FALSE,NA,"non-fitness",-0.0361,0.0667,0.1111,0.2727,0,15,9,1,1,11,8,3,0
"chr11:9713466-9713639","SWAP70","HsaEX0063064","exon.deletion","173",FALSE,NA,"non-fitness",-0.1958,0.0667,0.0909,0.0909,0,15,11,1,1,11,10,1,0
"chr17:37520179-37520214","SYNRG","HsaEX0063233","exon.deletion","35",FALSE,NA,"non-fitness",-0.5062,0.2308,0.2727,0.1,0,13,11,3,3,10,9,1,0
"chr10:103378235-103378550","TAF5","HsaEX0063506","exon.deletion","315",FALSE,NA,"",-1.1439,0.1538,0.125,0.1667,0,13,8,2,1,12,10,2,0
"chr10:103385326-103385490","TAF5","HsaEX0063507","exon.deletion","164",FALSE,NA,"",-1.1439,0.125,0.1,0.1667,0,16,10,2,1,12,10,2,0
"chr5:146468341-146468403","TCERG1","HsaEX0064138","exon.deletion","62",FALSE,NA,"",-0.7956,0.25,0.1667,0.25,0,16,6,4,1,12,9,3,0
"chr5:134140796-134140888","TCF7","HsaEX0064181","exon.deletion","92",FALSE,NA,"",-0.801,0.25,0.1667,0.1667,0,16,12,4,2,12,10,2,0
"chr10:113158667-113158717","TCF7L2","HsaEX0064195","exon.deletion","50",FALSE,NA,"non-fitness",0.3727,0,0,0.0833,0,15,11,0,0,12,11,1,0
"chr11:67465056-67465100","TMEM134","HsaEX0065462","exon.deletion","44",FALSE,NA,"non-fitness",-0.0358,0.1875,0.0833,0.1818,0,16,12,3,1,11,9,2,0
"chrX:110003501-110004164","TMEM164","HsaEX0065554","exon.deletion","663",FALSE,NA,"non-fitness",0.0375,0,0,0.1667,0,14,10,0,0,12,10,2,0
"chr16:24793473-24793649","TNRC6A","HsaEX0066370","exon.deletion","176",FALSE,NA,"non-fitness",0.1983,0.0714,0.0714,0,0,14,14,1,1,11,11,0,0
"chr7:22818000-22818048","TOMM7","HsaEX0066478","exon.deletion","48",FALSE,NA,"non-fitness",-0.1928,0.125,0.1818,0.1667,0,16,11,2,2,12,10,2,0
"chr2:238332824-238332895","TRAF3IP1","HsaEX0066818","exon.deletion","71",FALSE,NA,"non-fitness",0.5694,0,0,0.0833,0,16,14,0,0,12,11,1,0
"chr14:39154211-39154294","TRAPPC6B","HsaEX0066944","exon.deletion","83",FALSE,NA,"non-fitness",0.1392,0.1538,0.1111,0.2,0,13,9,2,1,10,8,2,0
"chr22:46355990-46356072","TRMU","HsaEX0067316","exon.deletion","82",FALSE,NA,"non-fitness",-0.5287,0.125,0.1429,0.2727,0,16,7,2,1,11,8,3,0
"chr15:50628149-50628249","TRPM7","HsaEX0067423","exon.deletion","100",TRUE,"chr15:50627970-50630522","fitness",-3.467,0.3571,0.3571,0,0,14,14,5,5,9,9,0,0
"chr17:2336037-2336140","TSR1","HsaEX0067696","exon.deletion","103",TRUE,"chr17:2335797-2336230","",NA,0.5385,0.4545,0.1,0,13,11,7,5,10,9,1,0
"chr17:59890831-59890928","TUBD1","HsaEX0068306","exon.deletion","97",TRUE,"chr17:59887633-59892201","fitness",-3.675,0.6667,0.5556,0.25,0,15,9,10,5,12,9,3,0
"chr20:63943653-63943669","UCKL1","HsaEX0069107","exon.deletion","16",FALSE,NA,"non-fitness",-0.3249,0,0,0.2727,0,15,4,0,0,11,8,3,0
"chr7:43887790-43887816","URGCP","HsaEX0069517","exon.deletion","26",TRUE,"chr7:43887069-43891117","non-fitness",-0.2067,0.3333,0.3,0.25,0,15,10,5,3,12,9,3,0
"chr19:47069092-47069343","ZC3H4","HsaEX0072262","exon.deletion","251",FALSE,NA,"",-0.8181,0.125,0.0909,0.1667,0,16,11,2,1,12,10,2,0
"chr10:97752857-97752877","ZFYVE27","HsaEX0072774","exon.deletion","20",NA,NA,"",-0.0666,0.875,NA,0.2222,0,8,0,7,0,9,7,2,0
"chr10:79310924-79311184","ZMIZ1","HsaEX0072856","exon.deletion","260",FALSE,NA,"non-fitness",0.1888,0,0,0,0,15,15,0,0,9,9,0,0
"chr8:144754696-144754803","ZNF251","HsaEX0073258","exon.deletion","107",FALSE,NA,"non-fitness",-0.0328,0,0,0,0,6,6,0,0,6,6,0,0
"chr2:27599970-27600053","ZNF512","HsaEX0073821","exon.deletion","83",FALSE,NA,"non-fitness",0.2829,0,0,0.1,0,16,14,0,0,10,9,1,0
"chr3:142453116-142453233","ATR","ExonDEL070717","exon.deletion","117",TRUE,"chr3:142450141-142454892","fitness",-3.2852,1,1,0.2,0,6,3,6,3,5,4,1,0
"chr3:142515394-142515515","ATR","ExonDEL070729","exon.deletion","121",TRUE,"chr3:142515157-142518673","fitness",-3.2852,0.5,0.5,0.25,0,6,4,3,2,4,3,1,0
"chr3:142519668-142519784","ATR","ExonDEL070730","exon.deletion","116",FALSE,NA,"fitness",-3.2852,0.8333,0.5,0.4,0,6,2,5,1,5,3,2,0
"chr10:123155657-123155727","BUB3","ExonDEL020712","exon.deletion","70",FALSE,NA,"fitness",-3.8013,0.1667,0,0,0,6,3,1,0,3,3,0,0
"chr10:123157728-123157880","BUB3","ExonDEL020713","exon.deletion","152",FALSE,NA,"fitness",-3.8013,0.1111,0.125,0.2,0,9,8,1,1,10,8,2,0
"chr10:123162235-123162413","BUB3","ExonDEL020714","exon.deletion","178",FALSE,NA,"fitness",-3.8013,0.125,0.1429,0,0,8,7,1,1,9,8,0,0
"chr10:123162611-123162828","BUB3","ExonDEL020715","exon.deletion","217",FALSE,NA,"fitness",-3.8013,0.125,0.1667,0.1111,0,8,6,1,1,9,8,1,0
"chr1:156312040-156312221","CCT3","ExonDEL014266","Cas12a.exonic","181",FALSE,NA,"fitness",-5.5457,0.6,0,0.3,0,10,2,6,0,10,6,3,0
"chr1:156317165-156317247","CCT3","ExonDEL014267","exon.deletion","82",TRUE,"chr1:156312632-156317328","fitness",-5.5457,1,1,0.3333,0,12,2,12,2,9,4,3,0
"chr1:156317414-156317547","CCT3","ExonDEL014268","exon.deletion","133",TRUE,"chr1:156317328-156318642","fitness",-5.5457,0.8333,0.6667,0.2,0,6,3,5,2,5,4,1,0
"chr1:156333546-156333643","CCT3","ExonDEL014272","exon.deletion","97",TRUE,"chr1:156329080-156334390","fitness",-5.5457,1,1,0,0,5,5,5,5,4,4,0,0
"chr17:47142228-47142436","CDC27","ExonDEL046140","exon.deletion","208",FALSE,NA,"",-0.6407,0.2,0.2,0,0,5,5,1,1,5,5,0,0
"chr17:47143882-47143982","CDC27","ExonDEL046141","exon.deletion","100",TRUE,"chr17:47143258-47146094","",-0.6407,0.8,0.8,0,0,5,5,4,4,5,5,0,0
"chr17:47158205-47158303","CDC27","ExonDEL046146","exon.deletion","98",TRUE,"chr17:47157443-47163705","",-0.6407,0.4,0.6667,0.25,0,5,3,2,2,4,3,1,0
"chr6:44406322-44406467","CDC5L","ExonDEL081351","exon.deletion","145",TRUE,"chr6:44405340-44407563","fitness",-3.7613,0.8333,1,0.4,0,6,2,5,2,5,3,2,0
