"Event.locus","Target.gene","Event","Event.Type","Span","hit","effectiveDeletion","geneFitness","geneLFC.exonicCas9","fractionTotPairs.doubleX","fractionOkPairs.doubleX","fractionTotPairs.singleX","fractionOkPairs.singleX","totPairs.doubleX","okPairs.doubleX","totPairsDrop.doubleX","okPairsDrop.doubleX","totPairs.singleX","okPairs.singleX","totPairsDrop.singleX","okPairsDrop.singleX"
"chr6:167917088-167917232","AFDN","IDEL001254","Cas12a.exonic","144",FALSE,NA,"",0.3861,0,0,0.2,0,12,8,0,0,10,8,2,0
"chr6:167902387-167907170","AFDN","IDEL004968","non.cons","4783",FALSE,NA,"",0.3861,0,0,0.1111,0,9,7,0,0,9,8,1,0
"chr2:64581274-64585421","AFTPH","IDEL002358","cons.region","4147",FALSE,NA,"non-fitness",-1.1603,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:64579547-64581188","AFTPH","IDEL001056","Cas12a.exonic","1641",FALSE,NA,"non-fitness",-1.1603,0.0833,0.1111,0.1,0,12,9,1,1,10,9,1,0
"chr2:64567714-64569091","AFTPH","IDEL005514","non.cons","1377",FALSE,NA,"non-fitness",-1.1603,0,0,0,0,9,9,0,0,10,10,0,0
"chr1:35917728-35918321","AGO1","IDEL000698","Cas12a.exonic","593",FALSE,NA,"non-fitness",-3.1731,0,0,0,0,9,9,0,0,10,10,0,0
"chr1:35914275-35915347","AGO1","IDEL005959","non.cons","1072",FALSE,NA,"non-fitness",-3.1731,0.1667,0.1667,0,0,12,12,2,2,10,10,0,0
"chr8:6709543-6724869","AGPAT5","IDEL002812","cons.region","15326",FALSE,NA,"non-fitness",-1.7558,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr8:6747829-6755050","AGPAT5","IDEL005000","non.cons","7221",FALSE,NA,"non-fitness",-1.7558,0,0,0,0,11,11,0,0,10,10,0,0
"chr2:177445627-177461891","AGPS","IDEL002407","Cas12a.exonic","16264",FALSE,NA,"non-fitness",-2.405,0.1667,0.2857,0.2222,0,12,7,2,2,9,7,2,0
"chr2:177523806-177538072","AGPS","IDEL002408","cons.region","14266",FALSE,NA,"non-fitness",-2.405,0.0833,0.1,0.1,0,12,10,1,1,10,9,1,0
"chr2:177445627-177461891","AGPS","IDEL003569","cons.region","16264",FALSE,NA,"non-fitness",-2.405,0.1,0.1,0,0,10,10,1,1,9,9,0,0
"chr2:177523806-177538072","AGPS","IDEL003570","cons.region","14266",FALSE,NA,"non-fitness",-2.405,0,0,0.1,0,12,10,0,0,10,9,1,0
"chr2:177497766-177499616","AGPS","IDEL005548","non.cons","1850",FALSE,NA,"non-fitness",-2.405,0,0,0.1,0,10,8,0,0,10,9,1,0
"chr1:246851443-246853090","AHCTF1","IDEL000766","Cas12a.exonic","1647",FALSE,NA,"non-fitness",-1.2342,0,0,0.2,0,12,7,0,0,10,8,2,0
"chr1:246853300-246855729","AHCTF1","IDEL005203","non.cons","2429",FALSE,NA,"non-fitness",-1.2342,0,0,0.125,0,12,10,0,0,8,7,1,0
"chrX:130155287-130156459","AIFM1","IDEL001370","cons.region","1172",FALSE,NA,"non-fitness",-2.5253,0,0,0,0,10,10,0,0,9,9,0,0
"chrX:130145570-130147491","AIFM1","IDEL005896","non.cons","1921",FALSE,NA,"non-fitness",-2.5253,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chr14:22977224-22978343","AJUBA","IDEL000912","Cas12a.exonic","1119",FALSE,NA,"fitness",1.565,0,0,0.1,0,12,10,0,0,10,9,1,0
"chr14:22975105-22976455","AJUBA","IDEL005339","non.cons","1350",FALSE,NA,"fitness",1.565,0,0,0,0,11,11,0,0,9,9,0,0
"chr13:42313131-42313893","AKAP11","IDEL000898","Cas12a.exonic","762",FALSE,NA,"non-fitness",-1.1986,0.0833,0.0833,0,0,12,12,1,1,8,8,0,0
"chr13:42297183-42298532","AKAP11","IDEL005920","non.cons","1349",FALSE,NA,"non-fitness",-1.1986,0,0,0.25,0,11,8,0,0,8,6,2,0
"chr19:15399411-15400294","AKAP8L","IDEL001032","Cas12a.exonic","883",FALSE,NA,"non-fitness",-0.2621,0,0,0.1111,0,12,10,0,0,9,8,1,0
"chr19:15397856-15398629","AKAP8L","IDEL004058","cons.intron","773",FALSE,NA,"non-fitness",-0.2621,0,0,0,0,6,6,0,0,5,5,0,0
"chr19:15397856-15399301","AKAP8L","IDEL004360","AS","1445",FALSE,NA,"non-fitness",-0.2621,0,0,0.2,0,6,3,0,0,5,4,1,0
"chr19:15401604-15403657","AKAP8L","IDEL006174","non.cons","2053",FALSE,NA,"non-fitness",-0.2621,0,0,0,0,12,12,0,0,10,10,0,0
"chr1:243552944-243563719","AKT3","IDEL001886","cons.region","10775",FALSE,NA,"non-fitness",-1.1096,0,0,0.2222,0,11,7,0,0,9,7,2,0
"chr1:243695717-243843123","AKT3","IDEL001887","cons.region","147406",FALSE,NA,"non-fitness",-1.1096,0.2,0.2,0,0,10,10,2,2,10,10,0,0
"chr1:243552944-243563719","AKT3","IDEL003269","cons.region","10775",FALSE,NA,"non-fitness",-1.1096,0,0,0,0,12,12,0,0,9,9,0,0
"chr1:243613740-243615095","AKT3","IDEL006006","non.cons","1355",FALSE,NA,"non-fitness",-1.1096,0.0909,0,0.1111,0,11,9,1,0,9,8,1,0
"chr15:58014282-58058010","ALDH1A2","IDEL002192","cons.region","43728",FALSE,NA,"non-fitness",-0.0712,0,0,0,0,10,10,0,0,9,9,0,0
"chr15:58014282-58058010","ALDH1A2","IDEL003437","cons.region","43728",FALSE,NA,"non-fitness",-0.0712,0.1,0.1,0,0,10,10,1,1,10,10,0,0
"chr15:57993074-57995077","ALDH1A2","IDEL001518","Cas12a.exonic","2003",FALSE,NA,"non-fitness",-0.0712,0.0909,0.125,0.1111,0,11,8,1,1,9,8,1,0
"chr15:57993074-57995077","ALDH1A2","IDEL004315","AS","2003",FALSE,NA,"non-fitness",-0.0712,0.2,0.2,0,0,10,10,2,2,10,10,0,0
"chr15:57962177-57963884","ALDH1A2","IDEL006027","non.cons","1707",FALSE,NA,"non-fitness",-0.0712,0,0,0,0,12,12,0,0,7,7,0,0
"chr17:81888876-81888989","ALYREF","IDEL000481","AS","113",FALSE,NA,"non-fitness",-4.6347,0,0,0,0,9,9,0,0,9,9,0,0
"chr17:81888584-81889181","ALYREF","IDEL004349","AS","597",FALSE,NA,"non-fitness",-4.6347,0,0,0,0,3,3,0,0,5,5,0,0
"chrX:110202537-110210114","AMMECR1","IDEL002981","cons.region","7577",FALSE,NA,"non-fitness",0.325,0,0,0.1111,0,11,10,0,0,9,8,1,0
"chrX:110216633-110264487","AMMECR1","IDEL002982","cons.region","47854",FALSE,NA,"non-fitness",0.325,0.125,0.125,0,0,8,8,1,1,10,10,0,0
"chrX:110264600-110317598","AMMECR1","IDEL002983","cons.region","52998",FALSE,NA,"non-fitness",0.325,0,0,0.1,0,12,10,0,0,10,9,1,0
"chrX:110318086-110419056","AMMECR1","IDEL002984","cons.region","100970",FALSE,NA,"non-fitness",0.325,0.1,0.1,0,0,10,10,1,1,10,10,0,0
"chrX:110202537-110210114","AMMECR1","IDEL003918","cons.region","7577",FALSE,NA,"non-fitness",0.325,0,0,0,0,12,12,0,0,9,9,0,0
"chrX:110216633-110264487","AMMECR1","IDEL003919","cons.region","47854",FALSE,NA,"non-fitness",0.325,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chrX:110264600-110317598","AMMECR1","IDEL003920","cons.region","52998",FALSE,NA,"non-fitness",0.325,0.0909,0.125,0.1,0,11,8,1,1,10,9,1,0
"chrX:110198635-110200953","AMMECR1","IDEL005881","non.cons","2318",FALSE,NA,"non-fitness",0.325,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:127865683-127865810","AMMECR1L","IDEL000607","AS","127",FALSE,NA,"",NA,0,0,0.125,0,12,10,0,0,8,7,1,0
"chr2:127865206-127865682","AMMECR1L","IDEL004066","cons.intron","476",FALSE,NA,"",NA,0,0,0.1111,0,9,8,0,0,9,8,1,0
"chr2:127865811-127866899","AMMECR1L","IDEL004067","cons.intron","1088",FALSE,NA,"",NA,0,0,0.1,0,11,6,0,0,10,7,1,0
"chr2:127865206-127866899","AMMECR1L","IDEL004372","AS","1693",FALSE,NA,"",NA,0.0833,0.1429,0.1,0,12,7,1,1,10,8,1,0
"chr2:127871360-127873827","AMMECR1L","IDEL005530","non.cons","2467",FALSE,NA,"",NA,0,0,0,0,12,12,0,0,10,10,0,0
"chrX:112791982-112804946","AMOT","IDEL002991","cons.region","12964",FALSE,NA,"non-fitness",-0.4315,0.0833,0.1111,0.1,0,12,9,1,1,10,9,1,0
"chrX:112815878-112822253","AMOT","IDEL002992","cons.region","6375",FALSE,NA,"non-fitness",-0.4315,0,0,0,0,10,10,0,0,8,8,0,0
"chrX:112825221-112832293","AMOT","IDEL002993","cons.region","7072",FALSE,NA,"non-fitness",-0.4315,0.25,0.25,0,0,4,4,1,1,8,8,0,0
"chrX:112791982-112804946","AMOT","IDEL003926","cons.region","12964",FALSE,NA,"non-fitness",-0.4315,0.0833,0.0833,0,0,12,12,1,1,9,9,0,0
"chrX:112825221-112832293","AMOT","IDEL003927","cons.region","7072",FALSE,NA,"non-fitness",-0.4315,0,0,0,0,10,10,0,0,9,9,0,0
"chrX:112832371-112840241","AMOT","IDEL001745","Cas12a.exonic","7870",FALSE,NA,"non-fitness",-0.4315,0,0,0,0,11,11,0,0,10,10,0,0
"chrX:112832371-112840241","AMOT","IDEL003172","cons.intron","7870",FALSE,NA,"non-fitness",-0.4315,0,0,0.2222,0,11,7,0,0,9,7,2,0
"chrX:112790783-112791831","AMOT","IDEL005885","non.cons","1048",FALSE,NA,"non-fitness",-0.4315,0,0,0,0,11,11,0,0,10,10,0,0
"chr4:144995604-145053726","ANAPC10","IDEL002604","Cas12a.exonic","58122",FALSE,NA,"non-fitness",-5.962,0,0,0,0,10,10,0,0,9,9,0,0
"chr4:145096112-145097687","ANAPC10","IDEL005673","non.cons","1575",FALSE,NA,"non-fitness",-5.962,0,0,0,0,11,11,0,0,10,10,0,0
"chr5:140497279-140504820","ANKHD1-EIF4EBP3","IDEL002675","cons.region","7541",FALSE,NA,"non-fitness",0.1389,0,0,0,0,11,11,0,0,10,10,0,0
"chr5:140505870-140506834","ANKHD1-EIF4EBP3","IDEL005717","non.cons","964",FALSE,NA,"non-fitness",0.1389,0.1,0.1,0,0,10,10,1,1,10,10,0,0
"chr12:132743277-132747831","ANKLE2","IDEL003070","Cas12a.exonic","4554",FALSE,NA,"non-fitness",-2.3927,0,0,0.1,0,11,9,0,0,10,9,1,0
"chr12:132748332-132750642","ANKLE2","IDEL005328","non.cons","2310",FALSE,NA,"non-fitness",-2.3927,0,0,0,0,12,12,0,0,9,9,0,0
"chr4:73140284-73141740","ANKRD17","IDEL001178","cons.intron","1456",FALSE,NA,"non-fitness",-3.0337,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:73154114-73155630","ANKRD17","IDEL006034","non.cons","1516",FALSE,NA,"non-fitness",-3.0337,0.0833,0.0833,0,0,12,12,1,1,9,9,0,0
"chr3:15796447-15797970","ANKRD28","IDEL004081","Cas12a.exonic","1523",FALSE,NA,"non-fitness",-0.1016,0.2,0.2,0,0,10,10,2,2,9,9,0,0
"chr3:15795307-15797970","ANKRD28","IDEL004396","AS","2663",FALSE,NA,"non-fitness",-0.1016,0,0,0,0,11,11,0,0,9,9,0,0
"chr3:15708065-15709666","ANKRD28","IDEL005606","non.cons","1601",FALSE,NA,"non-fitness",-0.1016,0.1667,0.1667,0,0,12,12,2,2,10,10,0,0
"chr15:68817550-68820697","ANP32A","IDEL002202","Cas12a.exonic","3147",FALSE,NA,"non-fitness",-1.5895,0,0,0,0,12,12,0,0,10,10,0,0
"chr15:68817550-68820697","ANP32A","IDEL003440","cons.region","3147",FALSE,NA,"non-fitness",-1.5895,0.2,0.2222,0.1,0,10,9,2,2,10,9,1,0
"chr15:68784596-68787412","ANP32A","IDEL005380","non.cons","2816",FALSE,NA,"non-fitness",-1.5895,0.1667,0.2,0.1,0,12,10,2,2,10,9,1,0
"chr4:80069508-80071582","ANTXR2","IDEL001645","Cas12a.exonic","2074",FALSE,NA,"non-fitness",-0.0941,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:79984864-80008520","ANTXR2","IDEL002589","cons.region","23656",FALSE,NA,"non-fitness",-0.0941,0,0,0.1111,0,11,8,0,0,9,8,1,0
"chr4:80024756-80031621","ANTXR2","IDEL002590","cons.region","6865",FALSE,NA,"non-fitness",-0.0941,0,0,0,0,12,12,0,0,9,9,0,0
"chr4:80069508-80071582","ANTXR2","IDEL004423","cons.region","2074",FALSE,NA,"non-fitness",-0.0941,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:80008617-80018896","ANTXR2","IDEL004874","non.cons","10279",FALSE,NA,"non-fitness",-0.0941,0,0,0.1111,0,10,8,0,0,9,8,1,0
"chr15:60357237-60360930","ANXA2","IDEL002195","Cas12a.exonic","3693",FALSE,NA,"fitness",1.0348,0,0,0.1,0,11,10,0,0,10,9,1,0
"chr15:60364524-60374451","ANXA2","IDEL002196","cons.region","9927",FALSE,NA,"fitness",1.0348,0,0,0.1,0,11,9,0,0,10,9,1,0
"chr15:60357237-60360930","ANXA2","IDEL003438","cons.region","3693",FALSE,NA,"fitness",1.0348,0.1,0,0.2222,0,10,7,1,0,9,7,2,0
"chr15:60393441-60396150","ANXA2","IDEL005373","non.cons","2709",FALSE,NA,"fitness",1.0348,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr15:60397339-60397869","ANXA2","IDEL005374","non.cons","530",FALSE,NA,"fitness",1.0348,0,0,0,0,10,8,0,0,9,8,0,0
"chr9:94733250-94759648","AOPEP","IDEL002878","cons.region","26398",FALSE,NA,"",0.4793,0.1111,0,0.1111,0,9,7,1,0,9,8,1,0
"chr9:94801003-94923984","AOPEP","IDEL002879","cons.region","122981",FALSE,NA,"",0.4793,0.0909,0.0909,0,0,11,11,1,1,8,8,0,0
"chr9:94733250-94759648","AOPEP","IDEL003861","cons.region","26398",FALSE,NA,"",0.4793,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr9:94801003-94923984","AOPEP","IDEL003862","cons.region","122981",FALSE,NA,"",0.4793,0.2,0.1667,0.2,0,10,6,2,1,10,8,2,0
"chr9:94924176-94928423","AOPEP","IDEL005034","non.cons","4247",FALSE,NA,"",0.4793,0.25,0.25,0,0,12,12,3,3,9,9,0,0
"chr5:115906857-115913361","AP3S1","IDEL001663","Cas12a.exonic","6504",FALSE,NA,"fitness",0.8243,0,0,0,0,12,12,0,0,10,10,0,0
"chr5:115906857-115913361","AP3S1","IDEL003138","cons.region","6504",FALSE,NA,"fitness",0.8243,0.0909,0.125,0.125,0,11,8,1,1,8,7,1,0
"chr5:115895159-115902884","AP3S1","IDEL004920","non.cons","7725",FALSE,NA,"fitness",0.8243,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chr15:89871547-89877322","AP3S2","IDEL001522","cons.region","5775",FALSE,NA,"",0.6274,0,0,0,0,6,6,0,0,5,5,0,0
"chr15:89877425-89878264","AP3S2","IDEL000947","Cas12a.exonic","839",FALSE,NA,"",0.6274,0,0,0,0,10,10,0,0,8,8,0,0
"chr9:69457140-69458155","APBA1","IDEL001315","cons.intron","1015",FALSE,NA,"",0.492,0,0,0.1,0,12,9,0,0,10,9,1,0
"chr9:69441116-69449583","APBA1","IDEL005029","non.cons","8467",FALSE,NA,"",0.492,0,0,0,0,11,11,0,0,8,8,0,0
"chr5:112775738-112780789","APC","IDEL003137","Cas12a.exonic","5051",FALSE,NA,"non-fitness",-0.4628,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chr5:112737926-112738352","APC","IDEL004110","cons.intron","426",FALSE,NA,"non-fitness",-0.4628,0,0,0,0,6,6,0,0,5,5,0,0
"chr5:112835166-112837552","APC","IDEL005697","non.cons","2386",FALSE,NA,"non-fitness",-0.4628,0,0,0.1,0,10,8,0,0,10,9,1,0
"chr3:57260775-57267741","APPL1","IDEL002508","Cas12a.exonic","6966",FALSE,NA,"non-fitness",-0.3053,0.25,0.25,0,0,12,12,3,3,8,8,0,0
