"Event.locus","Target.gene","Event","Event.Type","Span","hit","effectiveDeletion","geneFitness","geneLFC.exonicCas9","fractionTotPairs.doubleX","fractionOkPairs.doubleX","fractionTotPairs.singleX","fractionOkPairs.singleX","totPairs.doubleX","okPairs.doubleX","totPairsDrop.doubleX","okPairsDrop.doubleX","totPairs.singleX","okPairs.singleX","totPairsDrop.singleX","okPairsDrop.singleX"
"chr14:68885576-68890138","ACTN1","IDEL003077","Conserved_Patch_within_COORD","4562",FALSE,NA,"",0.2342,0,0,0,0,6,6,0,0,5,5,0,0
"chr14:68912243-68921005","ACTN1","IDEL004664","non_conserved_intron_control.SF","8762",FALSE,NA,"",0.2342,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chr19:38647908-38700598","ACTN4","IDEL002327","Conserved_Patch_within_COORD","52690",FALSE,NA,"fitness",0.9751,0,0,0,0,12,12,0,0,10,10,0,0
"chr19:38706132-38708115","ACTN4","IDEL005485","non_conserved_intron_control.SF","1983",FALSE,NA,"fitness",0.9751,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:157780601-157799426","ACVR1","IDEL002380","Conserved_Patch_within_COORD","18825",FALSE,NA,"non-fitness",-0.3782,0,0,0.1,0,12,10,0,0,10,9,1,0
"chr2:157806997-157818268","ACVR1","IDEL002381","Conserved_Patch_within_COORD","11271",FALSE,NA,"non-fitness",-0.3782,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:157860180-157874863","ACVR1","IDEL002382","Conserved_Patch_within_COORD","14683",FALSE,NA,"non-fitness",-0.3782,0,0,0,0,12,12,0,0,9,9,0,0
"chr2:157780601-157799426","ACVR1","IDEL003552","Conserved_Patch_within_COORD","18825",FALSE,NA,"non-fitness",-0.3782,0,0,0.1111,0,11,8,0,0,9,8,1,0
"chr2:157860180-157874863","ACVR1","IDEL003553","Conserved_Patch_within_COORD","14683",FALSE,NA,"non-fitness",-0.3782,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:157875112-157875795","ACVR1","IDEL001075","GoldSTD_within_COORD","683",FALSE,NA,"non-fitness",-0.3782,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:157761078-157765920","ACVR1","IDEL004773","non_conserved_intron_control.SF","4842",FALSE,NA,"non-fitness",-0.3782,0,0,0,0,9,9,0,0,9,9,0,0
"chr15:58665198-58676276","ADAM10","IDEL002193","Conserved_Patch_within_COORD","11078",FALSE,NA,"non-fitness",-0.4512,0.1,0.125,0.1111,0,10,8,1,1,9,8,1,0
"chr15:58597642-58599596","ADAM10","IDEL005371","non_conserved_intron_control.SF","1954",FALSE,NA,"non-fitness",-0.4512,0,0,0.1,0,11,8,0,0,10,9,1,0
"chr1:155051466-155052529","ADAM15","IDEL000742","Conserved_Patch_within_COORD","1063",FALSE,NA,"non-fitness",-0.8593,0,0,0,0,12,12,0,0,10,10,0,0
"chr1:155052778-155053415","ADAM15","IDEL000743","GoldSTD_within_COORD","637",FALSE,NA,"non-fitness",-0.8593,0,0,0,0,10,10,0,0,10,10,0,0
"chr1:155054507-155055788","ADAM15","IDEL005177","non_conserved_intron_control.SF","1281",FALSE,NA,"non-fitness",-0.8593,0,0,0,0,9,9,0,0,9,9,0,0
"chr9:18474296-18504828","ADAMTSL1","IDEL002861","Conserved_Patch_within_COORD","30532",FALSE,NA,"non-fitness",-0.092,0.0833,0.0833,0,0,12,12,1,1,9,9,0,0
"chr9:18707049-18721535","ADAMTSL1","IDEL003160","Conserved_Patch_within_COORD","14486",FALSE,NA,"non-fitness",-0.092,0.0909,0.0909,0,0,11,11,1,1,9,9,0,0
"chr9:18474296-18504828","ADAMTSL1","IDEL003851","Conserved_Patch_within_COORD","30532",FALSE,NA,"non-fitness",-0.092,0,0,0.1,0,9,7,0,0,10,9,1,0
"chr9:18721666-18723017","ADAMTSL1","IDEL001309","GoldSTD_within_COORD","1351",FALSE,NA,"non-fitness",-0.092,0,0,0.1,0,11,9,0,0,10,9,1,0
"chr9:18636018-18639253","ADAMTSL1","IDEL005020","non_conserved_intron_control.SF","3235",FALSE,NA,"non-fitness",-0.092,0,0,0,0,11,11,0,0,10,10,0,0
"chr14:77908379-77914437","ADCK1","IDEL002162","Conserved_Patch_within_COORD","6058",FALSE,NA,"",0.1453,0,0,0.1111,0,9,7,0,0,9,8,1,0
"chr14:77924607-77925763","ADCK1","IDEL005361","non_conserved_intron_control.SF","1156",FALSE,NA,"",0.1453,0,0,0,0,12,12,0,0,10,10,0,0
"chr10:110006152-110007963","ADD3","IDEL000792","Conserved_Patch_within_COORD","1811",FALSE,NA,"non-fitness",-0.1564,0,0,0,0,11,11,0,0,9,9,0,0
"chr10:110117423-110118586","ADD3","IDEL006077","non_conserved_intron_control.UB","1163",FALSE,NA,"non-fitness",-0.1564,0,0,0,0,11,11,0,0,10,10,0,0
"chr1:78891693-78893097","ADGRL4","IDEL000718","Conserved_Patch_within_COORD","1404",FALSE,NA,"",0.1875,0,0,0,0,12,12,0,0,10,10,0,0
"chr1:78918051-78920182","ADGRL4","IDEL005159","non_conserved_intron_control.SF","2131",FALSE,NA,"",0.1875,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr4:99079992-99081364","ADH5","IDEL001183","Conserved_Patch_within_COORD","1372",FALSE,NA,"non-fitness",-0.3438,0,0,0,0,10,10,0,0,10,10,0,0
"chr4:99085217-99088688","ADH5","IDEL004876","non_conserved_intron_control.SF","3471",FALSE,NA,"non-fitness",-0.3438,0,0,0,0,11,11,0,0,10,10,0,0
"chr20:50928826-50930825","ADNP","IDEL001386","GoldSTD_within_COORD","1999",FALSE,NA,"non-fitness",-0.1791,0,0,0,0,12,12,0,0,10,10,0,0
"chr20:50905559-50909499","ADNP","IDEL004812","non_conserved_intron_control.SF","3940",FALSE,NA,"non-fitness",-0.1791,0,0,0,0,11,11,0,0,9,9,0,0
"chr12:19440728-19462509","AEBP2","IDEL003365","Conserved_Patch_within_COORD","21781",FALSE,NA,"non-fitness",-0.0547,0,0,0,0,12,12,0,0,10,10,0,0
"chr12:19512466-19514670","AEBP2","IDEL006050","non_conserved_intron_control.UB","2204",FALSE,NA,"non-fitness",-0.0547,0,0,0,0,12,12,0,0,10,10,0,0
"chr6:167917088-167917232","AFDN","IDEL001254","ExonDeletion ","144",FALSE,NA,"",0.2331,0.1667,0.1667,0,0,12,12,2,2,10,10,0,0
"chr6:167902387-167907170","AFDN","IDEL004968","non_conserved_intron_control.SF","4783",FALSE,NA,"",0.2331,0,0,0,0,9,9,0,0,9,9,0,0
"chr2:64581274-64585421","AFTPH","IDEL002358","Conserved_Patch_within_COORD","4147",FALSE,NA,"non-fitness",-0.6465,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:64579547-64581188","AFTPH","IDEL001056","GoldSTD_within_COORD","1641",FALSE,NA,"non-fitness",-0.6465,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:64567714-64569091","AFTPH","IDEL005514","non_conserved_intron_control.SF","1377",FALSE,NA,"non-fitness",-0.6465,0,0,0,0,9,9,0,0,9,9,0,0
"chr1:35917728-35918321","AGO1","IDEL000698","GoldSTD_within_COORD","593",FALSE,NA,"non-fitness",-1.0318,0,0,0,0,9,9,0,0,9,9,0,0
"chr1:35914275-35915347","AGO1","IDEL005959","non_conserved_intron_control.UB","1072",FALSE,NA,"non-fitness",-1.0318,0,0,0,0,12,12,0,0,10,10,0,0
"chr8:6709543-6724869","AGPAT5","IDEL002812","Conserved_Patch_within_COORD","15326",FALSE,NA,"non-fitness",-1.7633,0,0,0,0,12,12,0,0,10,10,0,0
"chr8:6747829-6755050","AGPAT5","IDEL005000","non_conserved_intron_control.SF","7221",FALSE,NA,"non-fitness",-1.7633,0,0,0,0,11,11,0,0,10,10,0,0
"chr2:177445627-177461891","AGPS","IDEL002407","Conserved_Patch_within_COORD","16264",FALSE,NA,"non-fitness",-0.5862,0.0833,0.1,0.1,0,12,10,1,1,10,9,1,0
"chr2:177523806-177538072","AGPS","IDEL002408","Conserved_Patch_within_COORD","14266",FALSE,NA,"non-fitness",-0.5862,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:177445627-177461891","AGPS","IDEL003569","Conserved_Patch_within_COORD","16264",FALSE,NA,"non-fitness",-0.5862,0,0,0.1111,0,11,9,0,0,9,8,1,0
"chr2:177523806-177538072","AGPS","IDEL003570","Conserved_Patch_within_COORD","14266",FALSE,NA,"non-fitness",-0.5862,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:177497766-177499616","AGPS","IDEL005548","non_conserved_intron_control.SF","1850",FALSE,NA,"non-fitness",-0.5862,0,0,0,0,10,10,0,0,10,10,0,0
"chr1:246851443-246853090","AHCTF1","IDEL000766","GoldSTD_within_COORD","1647",FALSE,NA,"non-fitness",-0.6368,0,0,0,0,12,12,0,0,10,10,0,0
"chr1:246853300-246855729","AHCTF1","IDEL005203","non_conserved_intron_control.SF","2429",FALSE,NA,"non-fitness",-0.6368,0.0833,0.0833,0,0,12,12,1,1,8,8,0,0
"chrX:130155287-130156459","AIFM1","IDEL001370","Conserved_Patch_within_COORD","1172",FALSE,NA,"non-fitness",-1.9433,0,0,0,0,11,11,0,0,9,9,0,0
"chrX:130145570-130147491","AIFM1","IDEL005896","non_conserved_intron_control.SF","1921",FALSE,NA,"non-fitness",-1.9433,0,0,0,0,12,12,0,0,10,10,0,0
"chr14:22977224-22978343","AJUBA","IDEL000912","GoldSTD_within_COORD","1119",FALSE,NA,"non-fitness",-0.2805,0,0,0,0,12,12,0,0,10,10,0,0
"chr14:22975105-22976455","AJUBA","IDEL005339","non_conserved_intron_control.SF","1350",FALSE,NA,"non-fitness",-0.2805,0,0,0,0,11,11,0,0,9,9,0,0
"chr13:42313131-42313893","AKAP11","IDEL000898","GoldSTD_within_COORD","762",FALSE,NA,"non-fitness",-0.4178,0,0,0,0,12,12,0,0,9,9,0,0
"chr13:42297183-42298532","AKAP11","IDEL005920","non_conserved_intron_control.UB","1349",FALSE,NA,"non-fitness",-0.4178,0,0,0,0,12,12,0,0,8,8,0,0
"chr19:15399411-15400294","AKAP8L","IDEL001032","Conserved_Patch_within_COORD","883",FALSE,NA,"non-fitness",-0.5129,0,0,0,0,12,12,0,0,9,9,0,0
"chr19:15397856-15398629","AKAP8L","IDEL004058","GoldSTD_within_COORD","773",FALSE,NA,"non-fitness",-0.5129,0,0,0,0,6,6,0,0,5,5,0,0
"chr19:15397856-15399301","AKAP8L","IDEL004360","GoldSTD_within_frag","1445",TRUE,"chr19:15398305-15398998","non-fitness",-0.5129,0.3333,0.3333,0,0,6,6,2,2,5,5,0,0
"chr19:15401604-15403657","AKAP8L","IDEL006174","non_conserved_intron_control.UB","2053",FALSE,NA,"non-fitness",-0.5129,0,0,0,0,12,12,0,0,10,10,0,0
"chr1:243552944-243563719","AKT3","IDEL001886","Conserved_Patch_within_COORD","10775",FALSE,NA,"non-fitness",0.0798,0.0833,0.0833,0,0,12,12,1,1,8,8,0,0
"chr1:243695717-243843123","AKT3","IDEL001887","Conserved_Patch_within_COORD","147406",FALSE,NA,"non-fitness",0.0798,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr1:243552944-243563719","AKT3","IDEL003269","Conserved_Patch_within_COORD","10775",FALSE,NA,"non-fitness",0.0798,0,0,0.1111,0,12,9,0,0,9,8,1,0
"chr1:243613740-243615095","AKT3","IDEL006006","non_conserved_intron_control.UB","1355",FALSE,NA,"non-fitness",0.0798,0.0909,0.125,0.1,0,11,8,1,1,10,9,1,0
"chr15:58014282-58058010","ALDH1A2","IDEL002192","Conserved_Patch_within_COORD","43728",FALSE,NA,"non-fitness",-0.0339,0,0,0,0,11,11,0,0,10,10,0,0
"chr15:58014282-58058010","ALDH1A2","IDEL003437","Conserved_Patch_within_COORD","43728",FALSE,NA,"non-fitness",-0.0339,0,0,0,0,9,9,0,0,10,10,0,0
"chr15:57993074-57995077","ALDH1A2","IDEL001518","GoldSTD_within_COORD","2003",FALSE,NA,"non-fitness",-0.0339,0,0,0,0,11,11,0,0,9,9,0,0
"chr15:57993074-57995077","ALDH1A2","IDEL004315","GoldSTD_within_frag","2003",FALSE,NA,"non-fitness",-0.0339,0,0,0,0,10,10,0,0,10,10,0,0
"chr15:57962177-57963884","ALDH1A2","IDEL006027","non_conserved_intron_control.UB","1707",FALSE,NA,"non-fitness",-0.0339,0.1667,0.1667,0,0,12,12,2,2,8,8,0,0
"chr17:81888876-81888989","ALYREF","IDEL000481","AS_deletion_outside","113",FALSE,NA,"non-fitness",-2.3633,0,0,0,0,9,9,0,0,10,10,0,0
"chr17:81888584-81889181","ALYREF","IDEL004349","GoldSTD_within_frag","597",FALSE,NA,"non-fitness",-2.3633,0,0,0,0,3,3,0,0,5,5,0,0
"chrX:110202537-110210114","AMMECR1","IDEL002981","Conserved_Patch_within_COORD","7577",FALSE,NA,"fitness",0.477,0,0,0.1111,0,10,8,0,0,9,8,1,0
"chrX:110216633-110264487","AMMECR1","IDEL002982","Conserved_Patch_within_COORD","47854",FALSE,NA,"fitness",0.477,0,0,0,0,7,7,0,0,10,10,0,0
"chrX:110264600-110317598","AMMECR1","IDEL002983","Conserved_Patch_within_COORD","52998",FALSE,NA,"fitness",0.477,0,0,0.1,0,12,9,0,0,10,9,1,0
"chrX:110318086-110419056","AMMECR1","IDEL002984","Conserved_Patch_within_COORD","100970",FALSE,NA,"fitness",0.477,0,0,0,0,9,9,0,0,8,8,0,0
"chrX:110202537-110210114","AMMECR1","IDEL003918","Conserved_Patch_within_COORD","7577",FALSE,NA,"fitness",0.477,0,0,0,0,12,12,0,0,9,9,0,0
"chrX:110216633-110264487","AMMECR1","IDEL003919","Conserved_Patch_within_COORD","47854",FALSE,NA,"fitness",0.477,0.1818,0.1818,0,0,11,11,2,2,10,10,0,0
"chrX:110264600-110317598","AMMECR1","IDEL003920","Conserved_Patch_within_COORD","52998",FALSE,NA,"fitness",0.477,0.1818,0.1818,0,0,11,11,2,2,10,10,0,0
"chrX:110198635-110200953","AMMECR1","IDEL005881","non_conserved_intron_control.SF","2318",FALSE,NA,"fitness",0.477,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:127865683-127865810","AMMECR1L","IDEL000607","AS_deletion_outside","127",FALSE,NA,"",NA,0,0,0,0,12,12,0,0,9,9,0,0
"chr2:127865206-127865682","AMMECR1L","IDEL004066","GoldSTD_within_COORD","476",FALSE,NA,"",NA,0,0,0,0,9,9,0,0,9,9,0,0
"chr2:127865811-127866899","AMMECR1L","IDEL004067","GoldSTD_within_COORD","1088",FALSE,NA,"",NA,0,0,0,0,11,11,0,0,10,10,0,0
"chr2:127865206-127866899","AMMECR1L","IDEL004372","GoldSTD_within_frag","1693",FALSE,NA,"",NA,0,0,0,0,12,12,0,0,10,10,0,0
"chr2:127871360-127873827","AMMECR1L","IDEL005530","non_conserved_intron_control.SF","2467",FALSE,NA,"",NA,0,0,0,0,11,11,0,0,10,10,0,0
"chrX:112791982-112804946","AMOT","IDEL002991","Conserved_Patch_within_COORD","12964",FALSE,NA,"non-fitness",-0.0958,0.1667,0.1667,0,0,12,12,2,2,10,10,0,0
"chrX:112815878-112822253","AMOT","IDEL002992","Conserved_Patch_within_COORD","6375",FALSE,NA,"non-fitness",-0.0958,0,0,0,0,11,11,0,0,8,8,0,0
"chrX:112825221-112832293","AMOT","IDEL002993","Conserved_Patch_within_COORD","7072",FALSE,NA,"non-fitness",-0.0958,0,0,0,0,4,4,0,0,7,7,0,0
"chrX:112791982-112804946","AMOT","IDEL003926","Conserved_Patch_within_COORD","12964",FALSE,NA,"non-fitness",-0.0958,0,0,0,0,12,12,0,0,9,9,0,0
"chrX:112825221-112832293","AMOT","IDEL003927","Conserved_Patch_within_COORD","7072",FALSE,NA,"non-fitness",-0.0958,0,0,0,0,11,11,0,0,9,9,0,0
"chrX:112832371-112840241","AMOT","IDEL001745","GoldSTD_within_COORD","7870",FALSE,NA,"non-fitness",-0.0958,0.0833,0.0833,0,0,12,12,1,1,10,10,0,0
"chrX:112832371-112840241","AMOT","IDEL003172","GoldSTD_within_COORD","7870",FALSE,NA,"non-fitness",-0.0958,0,0,0,0,11,11,0,0,8,8,0,0
"chrX:112790783-112791831","AMOT","IDEL005885","non_conserved_intron_control.SF","1048",FALSE,NA,"non-fitness",-0.0958,0.1818,0.1818,0,0,11,11,2,2,9,9,0,0
"chr4:144995604-145053726","ANAPC10","IDEL002604","Conserved_Patch_within_COORD","58122",FALSE,NA,"non-fitness",-4.3157,0,0,0.1111,0,10,9,0,0,9,8,1,0
"chr4:145096112-145097687","ANAPC10","IDEL005673","non_conserved_intron_control.SF","1575",FALSE,NA,"non-fitness",-4.3157,0,0,0,0,10,10,0,0,10,10,0,0
"chr5:140497279-140504820","ANKHD1-EIF4EBP3","IDEL002675","Conserved_Patch_within_COORD","7541",FALSE,NA,"non-fitness",-0.1253,0,0,0,0,11,11,0,0,10,10,0,0
"chr5:140505870-140506834","ANKHD1-EIF4EBP3","IDEL005717","non_conserved_intron_control.SF","964",FALSE,NA,"non-fitness",-0.1253,0,0,0,0,9,9,0,0,10,10,0,0
"chr12:132743277-132747831","ANKLE2","IDEL003070","GoldSTD_within_COORD","4554",FALSE,NA,"non-fitness",-1.6548,0,0,0,0,11,11,0,0,10,10,0,0
"chr12:132748332-132750642","ANKLE2","IDEL005328","non_conserved_intron_control.SF","2310",FALSE,NA,"non-fitness",-1.6548,0,0,0,0,12,12,0,0,9,9,0,0
"chr4:73140284-73141740","ANKRD17","IDEL001178","GoldSTD_within_COORD","1456",FALSE,NA,"non-fitness",-0.8642,0.0909,0.0909,0,0,11,11,1,1,10,10,0,0
"chr4:73154114-73155630","ANKRD17","IDEL006034","non_conserved_intron_control.UB","1516",FALSE,NA,"non-fitness",-0.8642,0,0,0,0,12,12,0,0,9,9,0,0
"chr3:15796447-15797970","ANKRD28","IDEL004081","GoldSTD_within_COORD","1523",FALSE,NA,"non-fitness",0.0138,0.1111,0.1111,0,0,9,9,1,1,8,8,0,0
"chr3:15795307-15797970","ANKRD28","IDEL004396","GoldSTD_within_frag","2663",FALSE,NA,"non-fitness",0.0138,0.0909,0.0909,0,0,11,11,1,1,9,9,0,0
"chr3:15708065-15709666","ANKRD28","IDEL005606","non_conserved_intron_control.SF","1601",FALSE,NA,"non-fitness",0.0138,0,0,0,0,12,12,0,0,10,10,0,0
"chr15:68817550-68820697","ANP32A","IDEL002202","Conserved_Patch_within_COORD","3147",FALSE,NA,"non-fitness",-0.9127,0,0,0,0,12,12,0,0,10,10,0,0
"chr15:68817550-68820697","ANP32A","IDEL003440","Conserved_Patch_within_COORD","3147",FALSE,NA,"non-fitness",-0.9127,0,0,0,0,9,9,0,0,10,10,0,0
"chr15:68784596-68787412","ANP32A","IDEL005380","non_conserved_intron_control.SF","2816",FALSE,NA,"non-fitness",-0.9127,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:80069508-80071582","ANTXR2","IDEL001645","Conserved_Patch_within_COORD","2074",FALSE,NA,"fitness",0.3331,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:79984864-80008520","ANTXR2","IDEL002589","Conserved_Patch_within_COORD","23656",FALSE,NA,"fitness",0.3331,0.1667,0.1667,0,0,12,12,2,2,9,9,0,0
"chr4:80024756-80031621","ANTXR2","IDEL002590","Conserved_Patch_within_COORD","6865",FALSE,NA,"fitness",0.3331,0.0833,0.0833,0,0,12,12,1,1,9,9,0,0
"chr4:80069508-80071582","ANTXR2","IDEL004423","Conserved_Patch_within_frag","2074",FALSE,NA,"fitness",0.3331,0,0,0,0,12,12,0,0,10,10,0,0
"chr4:80008617-80018896","ANTXR2","IDEL004874","non_conserved_intron_control.SF","10279",FALSE,NA,"fitness",0.3331,0,0,0.1111,0,11,9,0,0,9,8,1,0
"chr15:60357237-60360930","ANXA2","IDEL002195","Conserved_Patch_within_COORD","3693",FALSE,NA,"non-fitness",-0.4288,0,0,0,0,11,11,0,0,10,10,0,0
"chr15:60364524-60374451","ANXA2","IDEL002196","Conserved_Patch_within_COORD","9927",FALSE,NA,"non-fitness",-0.4288,0,0,0.1,0,11,9,0,0,10,9,1,0
"chr15:60357237-60360930","ANXA2","IDEL003438","Conserved_Patch_within_COORD","3693",FALSE,NA,"non-fitness",-0.4288,0.2,0,0.1,0,10,7,2,0,10,9,1,0
"chr15:60393441-60396150","ANXA2","IDEL005373","non_conserved_intron_control.SF","2709",FALSE,NA,"non-fitness",-0.4288,0,0,0,0,12,12,0,0,10,10,0,0
"chr15:60397339-60397869","ANXA2","IDEL005374","non_conserved_intron_control.SF","530",FALSE,NA,"non-fitness",-0.4288,0,0,0,0,11,11,0,0,10,10,0,0
"chr9:94733250-94759648","AOPEP","IDEL002878","Conserved_Patch_within_COORD","26398",FALSE,NA,"non-fitness",-0.0255,0,0,0,0,9,9,0,0,9,9,0,0
"chr9:94801003-94923984","AOPEP","IDEL002879","Conserved_Patch_within_COORD","122981",FALSE,NA,"non-fitness",-0.0255,0.0909,0.0909,0,0,11,11,1,1,9,9,0,0
